speaker_id,text,audio_path,duration,source,language,gender
46aec031f2c630964919a875fca6fea5581dc836f33d31ef98229b683bdeaba735483300cb994e458fbe431abd270a0687214c3909b406c3d0d6c1fef9fc9afc,Buri munsi njya koga,/data/common_voice_17/kinyarwanda/common_voice_rw_19853037.wav,4.637625,common_voice,kinyarwanda,unknown
46aec031f2c630964919a875fca6fea5581dc836f33d31ef98229b683bdeaba735483300cb994e458fbe431abd270a0687214c3909b406c3d0d6c1fef9fc9afc,inkiko iteganye n’u Bugesera.,/data/common_voice_17/kinyarwanda/common_voice_rw_19853046.wav,4.037625,common_voice,kinyarwanda,unknown
46aec031f2c630964919a875fca6fea5581dc836f33d31ef98229b683bdeaba735483300cb994e458fbe431abd270a0687214c3909b406c3d0d6c1fef9fc9afc,Havuzwe byinshi ariko iby’ ingenzi ni bitatu.,/data/common_voice_17/kinyarwanda/common_voice_rw_19853098.wav,4.205625,common_voice,kinyarwanda,unknown
46aec031f2c630964919a875fca6fea5581dc836f33d31ef98229b683bdeaba735483300cb994e458fbe431abd270a0687214c3909b406c3d0d6c1fef9fc9afc,Bivugwa ko nubwo iyi nyandiko yasinyweho n’abagera ku.,/data/common_voice_17/kinyarwanda/common_voice_rw_19853113.wav,5.117625,common_voice,kinyarwanda,unknown
46aec031f2c630964919a875fca6fea5581dc836f33d31ef98229b683bdeaba735483300cb994e458fbe431abd270a0687214c3909b406c3d0d6c1fef9fc9afc,Izina ryanjye ni Keza.,/data/common_voice_17/kinyarwanda/common_voice_rw_19853116.wav,2.765625,common_voice,kinyarwanda,unknown
46aec031f2c630964919a875fca6fea5581dc836f33d31ef98229b683bdeaba735483300cb994e458fbe431abd270a0687214c3909b406c3d0d6c1fef9fc9afc,"ibibaye, isaba ko hakorwa ibishoboka byose bakarekurwa.",/data/common_voice_17/kinyarwanda/common_voice_rw_19853136.wav,5.453625,common_voice,kinyarwanda,unknown
46aec031f2c630964919a875fca6fea5581dc836f33d31ef98229b683bdeaba735483300cb994e458fbe431abd270a0687214c3909b406c3d0d6c1fef9fc9afc,bitewe n’uburwayi bwa stroke. Abagabo nibo benshi bagaragaje.,/data/common_voice_17/kinyarwanda/common_voice_rw_19853179.wav,5.813625,common_voice,kinyarwanda,unknown
46aec031f2c630964919a875fca6fea5581dc836f33d31ef98229b683bdeaba735483300cb994e458fbe431abd270a0687214c3909b406c3d0d6c1fef9fc9afc,"wabaye Nyampinga w’u Rwanda, akomeje.",/data/common_voice_17/kinyarwanda/common_voice_rw_19853182.wav,3.629625,common_voice,kinyarwanda,unknown
46aec031f2c630964919a875fca6fea5581dc836f33d31ef98229b683bdeaba735483300cb994e458fbe431abd270a0687214c3909b406c3d0d6c1fef9fc9afc,"ntibongere kugaragara mu mitegekere y’igihugu, mu gihe.",/data/common_voice_17/kinyarwanda/common_voice_rw_19853216.wav,5.165625,common_voice,kinyarwanda,unknown
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,ahubwo ari ukugirango umuntu atungane abe uwera.,/data/common_voice_17/kinyarwanda/common_voice_rw_24725737.wav,6.3075,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,kandi kugabanya umwijima byari munsi ya byose,/data/common_voice_17/kinyarwanda/common_voice_rw_24725747.wav,4.5435,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,"kugeza igihe namubwiye, kuri e-mail, nyuma.",/data/common_voice_17/kinyarwanda/common_voice_rw_24725751.wav,5.6955,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,Kanakuze arashaka gusoma Mariya mu gicuku.,/data/common_voice_17/kinyarwanda/common_voice_rw_24725796.wav,4.7955,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,n'ubwo hari abakunze kwandika ko mu myaka ya mbere abahawe ubupadiri bari Abahutu gusa.,/data/common_voice_17/kinyarwanda/common_voice_rw_24725800.wav,7.3875,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,umwizera ahabwa “ibintu byose bijyanye n’ubugingo no kugira neza.”,/data/common_voice_17/kinyarwanda/common_voice_rw_24725804.wav,5.9835,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,Kuringaniza ibyo bintu bibiri se twabikora dute?,/data/common_voice_17/kinyarwanda/common_voice_rw_24725807.wav,4.6155,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,Guhera mu mwaka wa igihumbi maganacyenda na gatatu,/data/common_voice_17/kinyarwanda/common_voice_rw_24725830.wav,4.8675,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,Manor numuriro Intwari iyobora rubanda,/data/common_voice_17/kinyarwanda/common_voice_rw_24725831.wav,4.9755,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,"yenda n'inyundo ya se, yitwa Nyarushara. Ajya mu biraro by'inka,",/data/common_voice_17/kinyarwanda/common_voice_rw_24725832.wav,6.7035,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,Sinifuzaga gufata amafaranga yose.,/data/common_voice_17/kinyarwanda/common_voice_rw_24725833.wav,4.1835,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,nta bushobozi bifite kandi bifite abakozi bacyeya,/data/common_voice_17/kinyarwanda/common_voice_rw_24725834.wav,4.9755,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,"Ibara ry'uruhu rirahinduka,",/data/common_voice_17/kinyarwanda/common_voice_rw_24725852.wav,3.2835,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,Younkers mumyaka ko twakomeza gutangaza,/data/common_voice_17/kinyarwanda/common_voice_rw_24725853.wav,5.1555,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,kuko umuntu ashobora gushya.,/data/common_voice_17/kinyarwanda/common_voice_rw_24725854.wav,3.4635,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,gukoporora no gukwirakwiza umushinga,/data/common_voice_17/kinyarwanda/common_voice_rw_24725855.wav,4.2555,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,"Kujya kuryama ku isaha runaka wiyemeje ihoraho,",/data/common_voice_17/kinyarwanda/common_voice_rw_24725856.wav,5.6235,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,Ibyo Mutara Rudahigwa yahanuye byarashyize biraba,/data/common_voice_17/kinyarwanda/common_voice_rw_24725867.wav,4.8675,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,Ninde uramba cyane muri bene wabo bagenda,/data/common_voice_17/kinyarwanda/common_voice_rw_24725868.wav,4.6875,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,"Uyu muganga avuga ko kwisiga aribibi ,",/data/common_voice_17/kinyarwanda/common_voice_rw_24725877.wav,4.0755,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,"Urashaka ko Kalisa aba mwiza, sibyo?",/data/common_voice_17/kinyarwanda/common_voice_rw_24725879.wav,4.6155,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,"umuntu,isi n’ibirimo ko mbona ari bibi gusa",/data/common_voice_17/kinyarwanda/common_voice_rw_24725902.wav,4.5075,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,"Agomba guhabwa inama, imiti cyangwa inkingo",/data/common_voice_17/kinyarwanda/common_voice_rw_24725904.wav,5.2635,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,bamuvugirije induru bavuga ko Guverinoma ye,/data/common_voice_17/kinyarwanda/common_voice_rw_24725906.wav,4.5075,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,"kandi ""amazi akaba ari kurenga inkombe!...""",/data/common_voice_17/kinyarwanda/common_voice_rw_24725914.wav,4.3275,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,Abanyarubuga mu mwandiko “Iyo wemeye inama!...”,/data/common_voice_17/kinyarwanda/common_voice_rw_24725916.wav,4.1475,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,ibisobanuro byayo mu mwandiko.,/data/common_voice_17/kinyarwanda/common_voice_rw_24725929.wav,3.7875,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,"Yaravuze ati: “Mbonye yuko uru rugendo rugiye kubamo ibyago no gupfusha byinshi,",/data/common_voice_17/kinyarwanda/common_voice_rw_24725934.wav,6.1635,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,cyangwa ingingo ziri butangwe zishimangira ibitekerezo by’umwanditsi.,/data/common_voice_17/kinyarwanda/common_voice_rw_24725935.wav,6.3075,common_voice,kinyarwanda,male
f01ec356c90859d5c9870e88d66ad278e9eaab07809cdf937d16d3e44dc7a66ef683f9a18d1ae69dbd7245a68f88110ab9d13088c4874ae14348e7bf16fad568,maze baragenda bajya ku murimo wabo.,/data/common_voice_17/kinyarwanda/common_voice_rw_24725936.wav,4.0035,common_voice,kinyarwanda,male
34bb495fc1d6fa5960bd6d1e059839cbf0edf79b1bed6ca1d2a51fe6ac57de32f0cb05a310cbe86e82a28022655d2ffa462ac4f2c2fa91ca4cf2e3d69253b1f5,yarabasigiye ubumuga bworoheje.,/data/common_voice_17/kinyarwanda/common_voice_rw_19828163.wav,4.661625,common_voice,kinyarwanda,unknown
34bb495fc1d6fa5960bd6d1e059839cbf0edf79b1bed6ca1d2a51fe6ac57de32f0cb05a310cbe86e82a28022655d2ffa462ac4f2c2fa91ca4cf2e3d69253b1f5,Yari afite umugambi wo kumusimbuza.,/data/common_voice_17/kinyarwanda/common_voice_rw_19828164.wav,4.013625,common_voice,kinyarwanda,unknown
34bb495fc1d6fa5960bd6d1e059839cbf0edf79b1bed6ca1d2a51fe6ac57de32f0cb05a310cbe86e82a28022655d2ffa462ac4f2c2fa91ca4cf2e3d69253b1f5,Turacyakomeza urugendo,/data/common_voice_17/kinyarwanda/common_voice_rw_19828165.wav,4.661625,common_voice,kinyarwanda,unknown
34bb495fc1d6fa5960bd6d1e059839cbf0edf79b1bed6ca1d2a51fe6ac57de32f0cb05a310cbe86e82a28022655d2ffa462ac4f2c2fa91ca4cf2e3d69253b1f5,bihaha akananirwa guhumeka cyangwa akarwara umusonga.,/data/common_voice_17/kinyarwanda/common_voice_rw_19828167.wav,5.573625,common_voice,kinyarwanda,unknown
d0bdc711898d088257d8b87aca86511ff28a2572b3dfdf61295f77c910e1b7d096523addcabd9b0fad5c080dd414d08601c0f135c43a11de827ba52d351c2e9c,uyumuhungu nuwakera,/data/common_voice_17/kinyarwanda/common_voice_rw_19833787.wav,3.749625,common_voice,kinyarwanda,unknown
d0bdc711898d088257d8b87aca86511ff28a2572b3dfdf61295f77c910e1b7d096523addcabd9b0fad5c080dd414d08601c0f135c43a11de827ba52d351c2e9c,Umuntu ashobora guhita apfa. Gusa iyo yoroheje uyirwaye,/data/common_voice_17/kinyarwanda/common_voice_rw_19834608.wav,9.629625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,mu gika cya mbere n icya kane by iyi ngingo,/data/common_voice_17/kinyarwanda/common_voice_rw_22985105.wav,4.181625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Yaje kuba Ni Nyampinga,/data/common_voice_17/kinyarwanda/common_voice_rw_22985106.wav,2.789625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Ibihishwe ni ibya Yehova Imana yacu,/data/common_voice_17/kinyarwanda/common_voice_rw_22985108.wav,3.869625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,nzane se akanyana gato muri izo,/data/common_voice_17/kinyarwanda/common_voice_rw_22985109.wav,3.629625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,umutima utere ugana mu wawe,/data/common_voice_17/kinyarwanda/common_voice_rw_22985111.wav,3.461625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,kwigisha abatakebwe biravuna,/data/common_voice_17/kinyarwanda/common_voice_rw_22985116.wav,3.269625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Amakuru yakusanyijwe yinjijwe muri mudasobwa hakoreshejwe ikoranabuhanga rya,/data/common_voice_17/kinyarwanda/common_voice_rw_22985117.wav,6.389625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,guteza imbere ubushobozi bwo gukora bw'abantu,/data/common_voice_17/kinyarwanda/common_voice_rw_22985118.wav,3.629625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Wige uko wakwirinda abagizi ba nabi.,/data/common_voice_17/kinyarwanda/common_voice_rw_22985120.wav,3.581625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,nkesha indatirwabahizi.,/data/common_voice_17/kinyarwanda/common_voice_rw_22985142.wav,3.221625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,agashyigikira ubutegetsi bwa nyina ku bahungu be,/data/common_voice_17/kinyarwanda/common_voice_rw_22985144.wav,3.941625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Kagari ka Buriba Umurenge wa Rukira Akarere,/data/common_voice_17/kinyarwanda/common_voice_rw_22985145.wav,4.421625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,burya mubuzima bwawe bwose uzubahe kandi ucishe make,/data/common_voice_17/kinyarwanda/common_voice_rw_22985148.wav,4.709625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,"buhanzi: umwami ukuze, ufite uruhara",/data/common_voice_17/kinyarwanda/common_voice_rw_22985149.wav,4.301625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,"Kwa Bwoba havuze impundu ,kwa Bugabo havuga induru",/data/common_voice_17/kinyarwanda/common_voice_rw_22985151.wav,4.589625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,nta munsi ushira,/data/common_voice_17/kinyarwanda/common_voice_rw_22985152.wav,2.669625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,ahubwo tuyifindire turebe uri bube nyirayo,/data/common_voice_17/kinyarwanda/common_voice_rw_22985153.wav,4.061625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,"akoma isahani yitura ku ishyiga, irabomborana.",/data/common_voice_17/kinyarwanda/common_voice_rw_22985170.wav,4.469625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,no kubona inguzanyo Ntiyemerewe gukora indi mirimo inyuranye n iyo iherewe,/data/common_voice_17/kinyarwanda/common_voice_rw_22985172.wav,5.741625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Ingingo ya mbere Ububasha bwa Ofisiye wa porisi,/data/common_voice_17/kinyarwanda/common_voice_rw_22985174.wav,4.301625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Kandi ubwo uwo mwambaza mumwita So,/data/common_voice_17/kinyarwanda/common_voice_rw_22985175.wav,3.749625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,atabangamiye rubanda akore ibyo ashaka,/data/common_voice_17/kinyarwanda/common_voice_rw_22985176.wav,3.629625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Igikorwa icyo ari cyo cyose,/data/common_voice_17/kinyarwanda/common_voice_rw_22985220.wav,3.221625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Yayateguye ari nko gusozera kiriya gitabo atari yarayanditsemo.,/data/common_voice_17/kinyarwanda/common_voice_rw_22985222.wav,5.621625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Gusubirishwamo ingingo nshya ntabwo,/data/common_voice_17/kinyarwanda/common_voice_rw_22985223.wav,3.869625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,"Ngitangira urugendo, niringiraga uwo muntu yuko azahinduka mwiza",/data/common_voice_17/kinyarwanda/common_voice_rw_22985225.wav,5.429625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,mu kanwa kayo havagamwo umuriro n’umwotsi n’amazuku.,/data/common_voice_17/kinyarwanda/common_voice_rw_22985227.wav,5.189625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Uko impamvu ibitera yaba iri kose umwana w ingimbi cyangwa,/data/common_voice_17/kinyarwanda/common_voice_rw_22985239.wav,4.661625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Kubitekerezo n amikoro byacu bwite,/data/common_voice_17/kinyarwanda/common_voice_rw_22985240.wav,4.421625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,hatangajwe cyangwa hazatangazwa inyandiko,/data/common_voice_17/kinyarwanda/common_voice_rw_22985241.wav,4.349625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,ibyo umuntu atunze byose yabitanga kugira ngo acungure,/data/common_voice_17/kinyarwanda/common_voice_rw_22985242.wav,5.309625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,"nkuko tubibona, paul kagame",/data/common_voice_17/kinyarwanda/common_voice_rw_22985243.wav,3.509625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,kunywa umutobe ni umuti,/data/common_voice_17/kinyarwanda/common_voice_rw_22985254.wav,3.989625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Bavuye kwa Farawo bahura na Mose na Aroni,/data/common_voice_17/kinyarwanda/common_voice_rw_22985255.wav,4.301625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,"byibuze kuvuga, byahinduwe vuba",/data/common_voice_17/kinyarwanda/common_voice_rw_22985257.wav,3.701625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,amarembo y iteka mwe nimweguke Kugira ngo umwami abyukuruke,/data/common_voice_17/kinyarwanda/common_voice_rw_22985258.wav,7.829625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Isoko ry imari n imigabane gushyiraho umugenzuzi,/data/common_voice_17/kinyarwanda/common_voice_rw_22985259.wav,4.781625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Ku mezi atandatu agomba kandi kuba yujuje,/data/common_voice_17/kinyarwanda/common_voice_rw_22985271.wav,4.229625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,Ntawivuga nabi ameza ahari.,/data/common_voice_17/kinyarwanda/common_voice_rw_22985273.wav,3.581625,common_voice,kinyarwanda,unknown
aa3050b8f8f873b851d32fabda81e06c9881419dba70c43c7786376dfa1770f3b23fef70e24f510c09d5291781e2e333ecb037c15516f53d38ecf6b0c2f04a08,dore birarambaraye hasi maze abihambiriza inkwi,/data/common_voice_17/kinyarwanda/common_voice_rw_22985276.wav,5.549625,common_voice,kinyarwanda,unknown
