sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct
01d6c0c9c3db2f3cc372607916ee8775b5163392839e26cbe9271016cda35a82,"Which of the following is the commonest electrolyte abnormality in hospital patients?
	
",no rationale,5,A,Hyponatraemia.,Hypernatraemia.,Hypokalaemia.,Hyperkalaemia.,Hypochloraemia,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is the commonest electrolyte abnormality in hospital patients?
	

###Options:
A.  Hyponatraemia.
B.  Hypernatraemia.
C.  Hypokalaemia.
D.  Hyperkalaemia.
E.  Hypochloraemia

###Answer:",A.,A,True
62b9e1e80826efcaaf11911045cd553a5ae209f2f397ff85accd93053351f0e8,"Polycystic ovarian syndrome is associated with the following except
 
		
   			
   			
	
",no rationale,5,E,Elevated androgen level,Hyperprolactinemia,Amenorrhea,Hirsutism,Elevated estrogen,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Polycystic ovarian syndrome is associated with the following except
 
		
   			
   			
	

###Options:
A.  Elevated androgen level
B.  Hyperprolactinemia
C.  Amenorrhea
D.  Hirsutism
E.  Elevated estrogen

###Answer:",B,B,False
17786350a1f5e12db0f25451f9a31326b96d09186551ca7458a500f5e5870427,"Classes of tumour markers include the following except:





",no rationale,5,E,Carbohydrate markers,Proteins,Genetic markers,Oncofetal antigens,Nephroblastoma,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Classes of tumour markers include the following except:






###Options:
A.  Carbohydrate markers
B.  Proteins
C.  Genetic markers
D.  Oncofetal antigens
E.  Nephroblastoma

###Answer:",E.,E,True
52432ed21161e49446bc69792dce9b71ba1aea1a50aa9888dee8cbfd6229c4b2,"Part of the nephron most sensitive to the action of antidiuretic hormone.                      

",no rationale,5,E,Proximal convoluted tubule.,Thin ascending loop of Henle.,Thick ascending loop of Henle.,Distal convoluted tubule.,Collecting duct.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Part of the nephron most sensitive to the action of antidiuretic hormone.                      


###Options:
A.  Proximal convoluted tubule.
B.  Thin ascending loop of Henle.
C.  Thick ascending loop of Henle.
D.  Distal convoluted tubule.
E.  Collecting duct.

###Answer:",E.,E,True
738123cdf15d33ab348e8ceb9bbc3d6b42633e6bc08742e517f89b6c8aa33507,"
GFR may be assessed by the various methods except:                                                                                                                                                                                                                                                                                                                                      ",no rationale,5,E,Using serum creatinine,Estimated GFR (eGFR).,Cystatin C.,Inulin.,Acidification test.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: 
GFR may be assessed by the various methods except:                                                                                                                                                                                                                                                                                                                                      
###Options:
A.  Using serum creatinine
B.  Estimated GFR (eGFR).
C.  Cystatin C.
D.  Inulin.
E.  Acidification test.

###Answer:",E.,E,True
d503c8f46d9bb54fcf1e18843276f1e0b675cf0aa371c8f991e39c42146b22af,"Which of the enzyme is the most sensitive marker for alcoholic liver disease?




",no rationale,5,E,Alkaline phosphatase,Glutamate dehydrogenase,Alanine transaminase,Aspartate transaminase,Gamma glutamyl transferase,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the enzyme is the most sensitive marker for alcoholic liver disease?





###Options:
A.  Alkaline phosphatase
B.  Glutamate dehydrogenase
C.  Alanine transaminase
D.  Aspartate transaminase
E.  Gamma glutamyl transferase

###Answer:",E,E,True
68f6909c516eb3798a2b00d9786af3fef465cdabbbe2d299735bf5857d1d5d24,"Which of the following is the single most important enzyme for assessment of hepatocyte injury?

",no rationale,5,A,alanine aminotransferase,aspartate aminotransferase,alkaline phosphatase,gamma-glutamyl transferase,5’-nucleotidase.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is the single most important enzyme for assessment of hepatocyte injury?


###Options:
A.  alanine aminotransferase
B.  aspartate aminotransferase
C.  alkaline phosphatase
D.  gamma-glutamyl transferase
E.  5’-nucleotidase.

###Answer:",A,A,True
245e01a40d1d2ddd758b03b4ed97766638367bfd6fb767637a3a3142e5763197,"  Phenylketonuria is due to the deficiency of one of these enzymes




",no rationale,5,B,Homogentisic acid oxidase,Phenylalanine hydroxylase,Fumarylacetoacetate hydrolase,Tyrosinase,Histidinase.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question:   Phenylketonuria is due to the deficiency of one of these enzymes





###Options:
A.  Homogentisic acid oxidase
B.  Phenylalanine hydroxylase
C.  Fumarylacetoacetate hydrolase
D.  Tyrosinase
E.  Histidinase.

###Answer:",B,B,True
c9ce80e462a9fddd462c6449d0d5a13a045538da513488f28f6dfebcdfda2fc3,"The following are products of tyrosine metabolism except
	

		
			

",no rationale,5,B,Homogentisic acid,Thyroglobulin,Noradrenalin,Adrenalin,Melanin,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: The following are products of tyrosine metabolism except
	

		
			


###Options:
A.  Homogentisic acid
B.  Thyroglobulin
C.  Noradrenalin
D.  Adrenalin
E.  Melanin

###Answer:",B,B,True
eacc339253cfb991479a58cd8de16683e1b922c2c6110d660235619ad41a048a,"Which of the following is incorrect?

",no rationale,5,E,Accuracy is the closeness of a measured value to a standard or known or true value,Precision is the closeness of two or more measurements to each other,Diagnostic Sensitivity is the ability of a test to detect a given disease or condition,Diagnostic Specificity is the ability of a test to correctly identify the absence of a given disease or condition.,Positive Predictive Value is the Chance an individual does not have a given disease or condition if the test is within the reference interval.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is incorrect?


###Options:
A.  Accuracy is the closeness of a measured value to a standard or known or true value
B.  Precision is the closeness of two or more measurements to each other
C.  Diagnostic Sensitivity is the ability of a test to detect a given disease or condition
D.  Diagnostic Specificity is the ability of a test to correctly identify the absence of a given disease or condition.
E.  Positive Predictive Value is the Chance an individual does not have a given disease or condition if the test is within the reference interval.

###Answer:",E.,E,True
bf6b98899c76ce4c6ccb6b23cc0288471cfc167ae76c5659226ce72a8c2b78d7,"Which is true of Urinary albumin excretion 
",no rationale,5,B,microalbuminuria is <30mg/g creatinine,microalbuminuria is between 30 to 300 mg/g creatinine,microalbuminuria is 20-30 mg/g creatinine,microalbuminuria is between 20 to 200 mg/g creatinine,none of the above.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which is true of Urinary albumin excretion 

###Options:
A.  microalbuminuria is <30mg/g creatinine
B.  microalbuminuria is between 30 to 300 mg/g creatinine
C.  microalbuminuria is 20-30 mg/g creatinine
D.  microalbuminuria is between 20 to 200 mg/g creatinine
E.  none of the above.

###Answer:",B,B,True
35e6d7625e8c80944d8f57235ad96e462a809c6e8a0a174192a4889251be1d5c,"Type 1 Glycogen storage disease (Von Gierke’s disease) is due to what enzyme deficiency.





",no rationale,5,A,Glucose- 6-phosphatase.,Acid Maltase,Debranching enzyme,Branching enzyme,Muscle phosphorylase,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Type 1 Glycogen storage disease (Von Gierke’s disease) is due to what enzyme deficiency.






###Options:
A.  Glucose- 6-phosphatase.
B.  Acid Maltase
C.  Debranching enzyme
D.  Branching enzyme
E.  Muscle phosphorylase

###Answer:",A,A,True
e914b53b01c80645916a0fc25628aa7763933f74a94fa6c10eea045c2445a023,"A woman is being treated for congestive cardiac failure in the coronary care unit. After several days of treatment, the following results are returned:
pH 7.49, PO2 11.6 kPa, PaCO2 5.8 kPa, HCO3- 42 mmol/L, Na+ 142 mmol/L, K+ 3.0 mmol/L, Cl- 85 mmol/L, Total CO2 44 mmol/L, Urea 9.3 mmol/L, Creatinine 84 μmol/L, eGFR >60 mL/min/1.73m2
Question: What is the anion gap? .


",no rationale,5,E,The anion gap is 14 mmol/L.,The anion gap is 15 mmol/L.,The anion gap is 16 mmol/L.,The anion gap is 17 mmol/L.,The anion gap is 18 mmol/L.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A woman is being treated for congestive cardiac failure in the coronary care unit. After several days of treatment, the following results are returned:
pH 7.49, PO2 11.6 kPa, PaCO2 5.8 kPa, HCO3- 42 mmol/L, Na+ 142 mmol/L, K+ 3.0 mmol/L, Cl- 85 mmol/L, Total CO2 44 mmol/L, Urea 9.3 mmol/L, Creatinine 84 μmol/L, eGFR >60 mL/min/1.73m2
Question: What is the anion gap? .



###Options:
A.  The anion gap is 14 mmol/L.
B.  The anion gap is 15 mmol/L.
C.  The anion gap is 16 mmol/L.
D.  The anion gap is 17 mmol/L.
E.  The anion gap is 18 mmol/L.

###Answer:",The anion gap is,T,False
1ac52c7bb02571a03737b3eacbe98aa4a61b5de7fbb9af6068df89a36c9e78e4,"Extracellular fluids have high concentrations of which of the following than the Intracellular fluids?





",no rationale,5,A,Sodium.,Potassium.,Calcium,Magnesium.,Phosphate,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Extracellular fluids have high concentrations of which of the following than the Intracellular fluids?






###Options:
A.  Sodium.
B.  Potassium.
C.  Calcium
D.  Magnesium.
E.  Phosphate

###Answer:",A.,A,True
b454c4e77d29bf6ce88ec8c9c093dc8b9650774057e49c3ec6134412899452a9,"Which of the following is the most used assay material in chemical pathology laboratory?




",no rationale,5,B,Whole blood.,Plasma.,Serum.,CSF.,Synovial fluid.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is the most used assay material in chemical pathology laboratory?





###Options:
A.  Whole blood.
B.  Plasma.
C.  Serum.
D.  CSF.
E.  Synovial fluid.

###Answer:",C.,C,False
208a89f9fe38c0813e67b131b1a93a42cbeee2aa61f11d8382668f6793bc2df8,"Sample collected for which of the following analyte should be wrapped with aluminum foil?





",no rationale,5,C,Blood gases.,Electrolyte.,Bilirubin.,Calcium.,Lipids.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Sample collected for which of the following analyte should be wrapped with aluminum foil?






###Options:
A.  Blood gases.
B.  Electrolyte.
C.  Bilirubin.
D.  Calcium.
E.  Lipids.

###Answer:",C,C,True
2fdde48b2d2875db6ee1e654d9d12c4bfae152b14ae291a103ead5075fc3231b,"Convert plasma glucose concentration of 90mg/dl to SI units.





",no rationale,5,C,3mmol/l,4mmol/l,5mmol/l,6mmol/l,9mmol/l,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Convert plasma glucose concentration of 90mg/dl to SI units.






###Options:
A.  3mmol/l
B.  4mmol/l
C.  5mmol/l
D.  6mmol/l
E.  9mmol/l

###Answer:",C,C,True
6adc4ac4f3a27c4671414a185224e08c302754678c5bd2321ad5788b8bb9f35f,"Which of the following is the appropriate specimen bottle for glucose estimation?




",no rationale,5,C,EDTA bottle,Sodium Citrate bottle.,Fluoride Oxalate bottle.,Lithium Heparin bottle.,Plain bottle.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is the appropriate specimen bottle for glucose estimation?





###Options:
A.  EDTA bottle
B.  Sodium Citrate bottle.
C.  Fluoride Oxalate bottle.
D.  Lithium Heparin bottle.
E.  Plain bottle.

###Answer:",C,C,True
fd675ffbb8dab09c619741907cf639dcb93c00633cb18899ba8e981f7067abd2,"Which of the following statements is wrong concerning Day-21 progesterone?
	 
	


",no rationale,5,B,Low concentration (<30nmol/L) may suggest ovulatory failure,Levels are elevated in impaired luteal function,Levels greater 100nmol/L suggests pregnancy,Most common cause of low levels (<30nmol/L) is inaccurate sampling time,Levels are low (<30nmol/L) in impaired luteal function.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following statements is wrong concerning Day-21 progesterone?
	 
	



###Options:
A.  Low concentration (<30nmol/L) may suggest ovulatory failure
B.  Levels are elevated in impaired luteal function
C.  Levels greater 100nmol/L suggests pregnancy
D.  Most common cause of low levels (<30nmol/L) is inaccurate sampling time
E.  Levels are low (<30nmol/L) in impaired luteal function.

###Answer:",B\n\n]]>,B,True
0e7641e90f2a2950506cb5bb4567f24c8e817ac17c46511c767f3081fab9bfb9,"Which of the following is the most potent form of thyroid hormone?

",no rationale,5,C,MIT.,DIT.,T3.,T4.,TSH.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is the most potent form of thyroid hormone?


###Options:
A.  MIT.
B.  DIT.
C.  T3.
D.  T4.
E.  TSH.

###Answer:",C.,C,True
d38f9021bbbf2ec7066ede9ae56c19103863d80433251778d831e8d297b81535,"Gastrointestinal peptides include:

",no rationale,5,E,Cholecystokinin.,Gastrin.,Pancreozymin.,Pepsin.,Motilin.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Gastrointestinal peptides include:


###Options:
A.  Cholecystokinin.
B.  Gastrin.
C.  Pancreozymin.
D.  Pepsin.
E.  Motilin.

###Answer:",A\n\n\n\n,A,False
1eea755a790a8d7a2f3a6717a5db624e112102006d5d539b353be84ab0cfbb77,"Common causes of chronic kidney diseases are except:





",no rationale,5,B,Diabetic nephropathy,Hypotension,Glomerulonephritis,Polycystic kidney disease,Nephrotoxin exposure.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Common causes of chronic kidney diseases are except:






###Options:
A.  Diabetic nephropathy
B.  Hypotension
C.  Glomerulonephritis
D.  Polycystic kidney disease
E.  Nephrotoxin exposure.

###Answer:",B.,B,True
b4dcd170749f97d62e824f623441593b79523576e512498dd137474e9689832b," A useful dynamic test for differentiating between Nephrogenic and Neurogenic Diabetes insipidus is:

	



",no rationale,5,B,Water deprivation test,Desmopressin stimulation test,Clonidine stimulation test,Dexamethasone suppression test,Synacthen stimulation test.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question:  A useful dynamic test for differentiating between Nephrogenic and Neurogenic Diabetes insipidus is:

	




###Options:
A.  Water deprivation test
B.  Desmopressin stimulation test
C.  Clonidine stimulation test
D.  Dexamethasone suppression test
E.  Synacthen stimulation test.

###Answer:",D\n\n\nWater,D,False
2a1c57e46b148f3511b4883065527060a1cbde7ff759e7c56a8116ce4287c2b6,"A late complication of Parenteral Nutrition support is:  





",no rationale,5,B,Re-feeding syndrome.,Metabolic bone disease.,Hypokalaemia.,Hypophosphatemia.,Fluid overload.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A late complication of Parenteral Nutrition support is:  






###Options:
A.  Re-feeding syndrome.
B.  Metabolic bone disease.
C.  Hypokalaemia.
D.  Hypophosphatemia.
E.  Fluid overload.

###Answer:",B.,B,True
a19c0b470bc125a9e936b2aeaba4b3d2cc222a634d66f41b981cd65bf070b08a,"Which of the following metabolic bone diseases is constantly associated with very high Alkaline phosphatase activity?




 ",no rationale,5,E,Rickets.,Osteomalacia.,Osteoporosis.,Renal Osteodystrophy.,Paget’s Disease.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following metabolic bone diseases is constantly associated with very high Alkaline phosphatase activity?




 
###Options:
A.  Rickets.
B.  Osteomalacia.
C.  Osteoporosis.
D.  Renal Osteodystrophy.
E.  Paget’s Disease.

###Answer:",E,E,True
c6f9391ac0a263390df712fe5dd61ac0ca2769492a23d5ef7e60227fd07d992d,"Which of the following is of a higher concentration in the Lumbar CSF than in the Ventricular CSF?





",no rationale,5,E,CSF Osmolality.,CSF Sodium.,CSF Chloride.,CSF Glucose.,CSF Protein.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is of a higher concentration in the Lumbar CSF than in the Ventricular CSF?






###Options:
A.  CSF Osmolality.
B.  CSF Sodium.
C.  CSF Chloride.
D.  CSF Glucose.
E.  CSF Protein.

###Answer:",E.,E,True
5f53b0951b37685e2178b903e8ab85cd7cab68207f79fcec6b255310cb48b73b,"

 Which of the following adrenal gland products is most important for potassium metabolism?





",no rationale,5,E,Epinephrine.,Norepinephrine.,Androstenedione.,Cortisol.,Aldosterone.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: 

 Which of the following adrenal gland products is most important for potassium metabolism?






###Options:
A.  Epinephrine.
B.  Norepinephrine.
C.  Androstenedione.
D.  Cortisol.
E.  Aldosterone.

###Answer:",E.,E,True
3cdd929099b35218dd074c6f2fea13882978b7c0e9c8ca23ccd2f5a9498f71b6,"Which of the following renal tissues produces renin?





",no rationale,5,E,Zona Glomerulosa.,Zona Reticularis.,Zonal Fasiculata.,Adrenal medulla.,Juxta Glomerular apparatus.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following renal tissues produces renin?






###Options:
A.  Zona Glomerulosa.
B.  Zona Reticularis.
C.  Zonal Fasiculata.
D.  Adrenal medulla.
E.  Juxta Glomerular apparatus.

###Answer:",E.,E,True
8765d4e671aaffef04e1ebfa68296005a9e2ca6cd5774fd7ad4fc8c27787c370,"Which of the following is a marker of left ventricular failure?





",no rationale,5,B,Homocysteine.,Brain natriuretic peptide (BNP).,C reactive protein.,CK- MB,Troponin I and T,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is a marker of left ventricular failure?






###Options:
A.  Homocysteine.
B.  Brain natriuretic peptide (BNP).
C.  C reactive protein.
D.  CK- MB
E.  Troponin I and T

###Answer:",B,B,True
fc208be73eadf50d1fcdee86aa30561db791111e1e825e4a019bb6f085824f4b,"Which of the following isoenzymes of Lactate dehydrogenase predominates in the myocardium?





",no rationale,5,A,LD 1.,LD 2.,LD 3.,LD 4,LD 5.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following isoenzymes of Lactate dehydrogenase predominates in the myocardium?






###Options:
A.  LD 1.
B.  LD 2.
C.  LD 3.
D.  LD 4
E.  LD 5.

###Answer:",A,A,True
b1d388a0192e773f2d55e6e40d131c737b28f0567b008f40f252e5c91b375ab2,"Which of the following is the best indicator of ovulation?
   
",no rationale,5,A,Day 21 serum progesterone level.,Basal body temperature charts.,Measurement of the luteinizing hormone surge.,Measurement of Follicle stimulating hormone levels.,Day 21 serum oestrogen level.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is the best indicator of ovulation?
   

###Options:
A.  Day 21 serum progesterone level.
B.  Basal body temperature charts.
C.  Measurement of the luteinizing hormone surge.
D.  Measurement of Follicle stimulating hormone levels.
E.  Day 21 serum oestrogen level.

###Answer:",C.,C,False
dbd3cf50a59ca53a74439b6130e6f88da99fba7c5bb082262ed1f60a2c026fc4,"Which of the following is the most sensitive screening test for primary thyroid disease?

",no rationale,5,E,MIT.,DIT.,T3.,T4.,TSH.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is the most sensitive screening test for primary thyroid disease?


###Options:
A.  MIT.
B.  DIT.
C.  T3.
D.  T4.
E.  TSH.

###Answer:",E.,E,True
2a9c35e7e350501acccc3aa3f4412e0ea9cc9de10ab436f561a9721eef26f3dd,"Which of the following utilizes 3hour OGTT for its diagnosis?



",no rationale,5,D,Type 1 Diabetes Mellitus.,Type 2 Diabetes mellitus.,Prediabetes,Gestational Diabetes Mellitus.,Impaired fasting glycaemia.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following utilizes 3hour OGTT for its diagnosis?




###Options:
A.  Type 1 Diabetes Mellitus.
B.  Type 2 Diabetes mellitus.
C.  Prediabetes
D.  Gestational Diabetes Mellitus.
E.  Impaired fasting glycaemia.

###Answer:",D,D,True
9f2d2dc093cc479464fa79e31a77d5794fa2f6dd304e1436d07b80f1a9f90512,"Which of the following is most prone to develop diabetic Ketoacidosis?




",no rationale,5,A,Type 1 Diabetes Mellitus.,Type 2 Diabetes mellitus.,Prediabetes.,Gestational Diabetes Mellitus.,Impaired fasting glycaemia,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is most prone to develop diabetic Ketoacidosis?





###Options:
A.  Type 1 Diabetes Mellitus.
B.  Type 2 Diabetes mellitus.
C.  Prediabetes.
D.  Gestational Diabetes Mellitus.
E.  Impaired fasting glycaemia

###Answer:",A.,A,True
1c4abdf52b9f1d476068ff57254a380be43538422706ed3f285fd190143085fb,"Calculated osmolality in mmol/L=




",no rationale,5,A,2(Na+) + (Glucose) + (Urea).,2(K+) + (Glucose) + (Urea).,(Ca2+) + (Glucose) + (Urea).,(Na+) + (Glucose) + (Urea).,(K+) + (Glucose) + (Urea).,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Calculated osmolality in mmol/L=





###Options:
A.  2(Na+) + (Glucose) + (Urea).
B.  2(K+) + (Glucose) + (Urea).
C.  (Ca2+) + (Glucose) + (Urea).
D.  (Na+) + (Glucose) + (Urea).
E.  (K+) + (Glucose) + (Urea).

###Answer:",A.,A,True
401d818ce0ffaa9c59b5f2b298b7fc80815c54cf3bda8506780241ac9feebcb8,"Which of the following is not a known cause of high anion gap metabolic acidosis?




",no rationale,5,E,Renal failure.,Ketoacidosis.,Lactic acidosis.,Salicylate poisoning.,Renal tubular acidosis.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is not a known cause of high anion gap metabolic acidosis?





###Options:
A.  Renal failure.
B.  Ketoacidosis.
C.  Lactic acidosis.
D.  Salicylate poisoning.
E.  Renal tubular acidosis.

###Answer:",E.,E,True
aac4e6e8c7131711067b6b924ca3af3cce32dbe65f82f36e88bcd0c56e2a429d,"Which of the following is the first line buffer in human body?





",no rationale,5,A,Bicarbonate /carbonic acid buffer.,NH3/NH+4 buffer.,Na2HPO4/NaH2PO4.,Respiratory system buffer.,Renal system buffer.,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Which of the following is the first line buffer in human body?






###Options:
A.  Bicarbonate /carbonic acid buffer.
B.  NH3/NH+4 buffer.
C.  Na2HPO4/NaH2PO4.
D.  Respiratory system buffer.
E.  Renal system buffer.

###Answer:",A.,A,True
cfb162ca42bb6c14e15e557d03a04dc046f9c82ae19847602de6a04f474a1db3,"An elderly woman who had pin-rolling tremor, stooped posture and festinating gait has passed away. Histology reports from her brain tissue reveal pallor of the substantia nigra. This may indicate




",no rationale,4,A,Parkinsons disease,Hungtington disease.,Alzheimer disease,Frontotemporal lobar degeneration,,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: An elderly woman who had pin-rolling tremor, stooped posture and festinating gait has passed away. Histology reports from her brain tissue reveal pallor of the substantia nigra. This may indicate





###Options:
A.  Parkinsons disease
B.  Hungtington disease.
C.  Alzheimer disease
D.  Frontotemporal lobar degeneration

###Answer:",A,A,True
b8e1ff2cb4bfb5cd0fc5fc1be975578b5758a4b4514c6be6f579804ed053f105,"A predisposition to skin cancers linked with diminished capability for repairing sun induced mutations is called:




",no rationale,4,C,Muir-Torre syndrome,Britt-Hoge-Dube syndrome,Xeroderma Pigmentosum,Li fraumeni syndrome,,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A predisposition to skin cancers linked with diminished capability for repairing sun induced mutations is called:





###Options:
A.  Muir-Torre syndrome
B.  Britt-Hoge-Dube syndrome
C.  Xeroderma Pigmentosum
D.  Li fraumeni syndrome

###Answer:",C,C,True
ca188f4560b7129841f2d94757de7a9a30fdc0823de133c46be20b6317a1f94e,"The correct opinion about inheritance of sickle cell disease (SCD) is? 
 



",no rationale,4,B,Sickle cell disease is inherited in autosomal dominant pattern,Both copies of the genes in each cell have mutation.,Most common variant of sickle cell disease is due to nonsense mutation.,It is a sex-linked disorder.,,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: The correct opinion about inheritance of sickle cell disease (SCD) is? 
 




###Options:
A.  Sickle cell disease is inherited in autosomal dominant pattern
B.  Both copies of the genes in each cell have mutation.
C.  Most common variant of sickle cell disease is due to nonsense mutation.
D.  It is a sex-linked disorder.

###Answer:",B.,B,True
