sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore_Precision,BERTScore_Recall,BERTScore_F1
aa54cfe208405b092a1b14fa1feda722b5aa377572df584229d039a7b59a7bf2,"An indication for micturating cystourethrogram in children is:





",no rationale,5,B,Urethritis,Posterior Urethral valve,Renal carcinoma,Renal agenesis,Intussusception,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: An indication for micturating cystourethrogram in children is:






###Options:
A.  Urethritis
B.  Posterior Urethral valve
C.  Renal carcinoma
D.  Renal agenesis
E.  Intussusception

###Answer:","B. Posterior Urethral valve

**Rationale:** A micturating cystourethrogram (MCUG) is a specialized imaging technique primarily used to evaluate the bladder and urethra while the bladder fills and empties. It is particularly useful in diagnosing structural abnormalities of the lower urinary tract. One of the classic indications for performing an MCUG in children is the suspicion of posterior urethral valves, a condition characterized by obstructive membranes in the male urethra that can lead to significant urological complications. This test provides detailed images that can help identify such obstructive lesions. Other options like urethritis, renal carcinoma, renal agenesis, and intussusception are not evaluated using an MCUG.",B,True,0.0,0.0,0.0,0.74859947,0.85561687,0.79853857
a08c41234ec67f3778fbc05d789adffc5a16b36b5a2c10fd68071c2f66627009,"A 2-year old child presents with two-day history of passage of blood-streaked loose stool. There was no associated vomiting but there was history of excessive crying prior to bowel opening. The most likely aetiology is:





",no rationale,5,D,Enterohaemorrhagic Escherichia coli.,Entamoeba coli,Shigella flexneri,Shigella dysenteriae,Helicobacter pylori,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 2-year old child presents with two-day history of passage of blood-streaked loose stool. There was no associated vomiting but there was history of excessive crying prior to bowel opening. The most likely aetiology is:






###Options:
A.  Enterohaemorrhagic Escherichia coli.
B.  Entamoeba coli
C.  Shigella flexneri
D.  Shigella dysenteriae
E.  Helicobacter pylori

###Answer:","###Answer: A. Enterohaemorrhagic Escherichia coli.

###Rationale:
The presentation of a 2-year-old child with blood-streaked loose stool, without vomiting but with excessive crying before bowel movement, is indicative of intestinal irritation and possible mucosal damage. Enterohaemorrhagic Escherichia coli (EHEC), which includes strains like E. coli O157:H7, is known to cause bloody diarrhea due to its production of Shiga toxin. It is often associated with no or minimal fever, and the absence of vomiting aligns with EHEC infection patterns. Excessive crying before defecation may be due to abdominal cramps, which can be seen in children suffering from this infection.

While Shigella species can also cause dysentery (bloody diarrhea), they often have a more prominent association with fever and systemic toxicity, which is not suggested in the scenario described. Moreover, the crying before defecation points towards colicky pain, a classic characteristic of EHEC-induced colitis rather than the more severe systemic symptoms associated with Shigella infections.

Entamoeba coli is typically a non-pathogenic commensal organism found in the intestine, Shigella dysenteriae and Shigella flexneri usually cause more toxic signs, and Helicobacter pylori is primarily associated with gastric issues rather than acute bloody diarrhea in children.

Thus, the most likely etiological agent responsible for this child's symptoms, based on the presented clinical picture, is Enterohaemorrhagic Escherichia coli.",A,False,0.014084506764530852,0.0,0.014084506764530852,0.7209898,0.8415336,0.7766119
13da9eb015b455517863387ad28506e7eb35532f20f8396de50b11c3a959ff00,"A 5-year old child presents with passage of dark urine following the ingestion of some over-the-counter medications. Which of the following medications is unlikely to be involved?





",no rationale,5,B,Acetylsalicylate,Ferrous sulphate,Acetaminophen,Nitrofurantion,Nalidixic acid,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 5-year old child presents with passage of dark urine following the ingestion of some over-the-counter medications. Which of the following medications is unlikely to be involved?






###Options:
A.  Acetylsalicylate
B.  Ferrous sulphate
C.  Acetaminophen
D.  Nitrofurantion
E.  Nalidixic acid

###Answer:","C. Acetaminophen

**Rationale:**

The scenario describes a 5-year-old child presenting with dark urine after taking some medications. This symptom can be indicative of hematuria, hemoglobinuria, or myoglobinuria, often associated with hemolysis in the context of drug usage, particularly in individuals with G6PD deficiency or other underlying conditions.

- **Acetylsalicylate** (Aspirin) can potentially cause hemolysis in G6PD deficient individuals, leading to dark urine.
- **Ferrous sulphate** might cause dark stools but is not typically associated with dark urine.
- **Nitrofurantoin** and **Nalidixic acid** are both known to potentially cause hemolytic anemia in G6PD deficient patients, resulting in dark urine due to hemoglobinuria.

**Acetaminophen**, however, while it can be hepatotoxic at high doses, it is not typically associated with causing dark urine through the mechanism of hemolysis. Therefore, acetaminophen is the least likely medication to be involved in this specific context of passage of dark urine following ingestion.",C,False,0.0,0.0,0.0,0.7366185,0.84559643,0.78735447
7ce43bab73505aa2dcfb3d5d65b6ca7bb4c6e21992eaa3f0c1b8f647f86e208e,"A resident doctor, after examining the chest of a 4-year old child who presents with fever and breathlessness declares that the baby has pleural rubs. What does that statement imply?




",no rationale,5,B,There is massive pleural effusion,There is minimal pleural effusion,There is massive pneumothorax,There is multi-segmental consolidation,There is congestive heart failure,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A resident doctor, after examining the chest of a 4-year old child who presents with fever and breathlessness declares that the baby has pleural rubs. What does that statement imply?





###Options:
A.  There is massive pleural effusion
B.  There is minimal pleural effusion
C.  There is massive pneumothorax
D.  There is multi-segmental consolidation
E.  There is congestive heart failure

###Answer:","B. There is minimal pleural effusion

A pleural rub is a specific auscultatory finding characterized by a grating or creaking sound heard over the chest wall. It occurs when the pleural surfaces become inflamed and roughened, typically due to pleuritis, and rub against each other during respiration. This is often seen in conditions like pleuritis, pneumonia, or pulmonary embolism with pleuritic involvement. 

In the case of minimal pleural effusion, the pleural surfaces can still be close enough to rub against each other, producing this sound. In contrast, a massive pleural effusion typically separates the pleural surfaces too much for a rub to be heard. Options A, C, D, and E do not align with the presence of a pleural rub. A pneumothorax (Option C) would not produce pleural rubs as there is air in the pleural space, separating the pleural surfaces. Consolidation (Option D) and congestive heart failure (Option E) involve different pathological processes that do not typically lead to a pleural rub being heard.",B,True,0.0,0.0,0.0,0.74280477,0.8121704,0.7759405
d59412f01ce310aa0b85012bb7c97046f19a7ba0cc2912ee471e74ee111cb644,"A 38-hour old female infant presents with axillary temperature of 35.2⁰C. The most likely aetiological factor is: 



",no rationale,5,C,Perinatal asphyxia,Intracranial haemorrhage,Early-Onset Sepsis,Acute Bilirubin Encephalopathy,Prematurity,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 38-hour old female infant presents with axillary temperature of 35.2⁰C. The most likely aetiological factor is: 




###Options:
A.  Perinatal asphyxia
B.  Intracranial haemorrhage
C.  Early-Onset Sepsis
D.  Acute Bilirubin Encephalopathy
E.  Prematurity

###Answer:","###Answer: C. Early-Onset Sepsis

###Rationale:
In a 38-hour old infant presenting with hypothermia (axillary temperature of 35.2°C), early-onset sepsis is the most likely etiological factor. Newborns, especially those who are very young, often do not present with fever when they are septic; instead, they may exhibit hypothermia. This is due to their immature thermoregulatory mechanisms. Early-onset sepsis, occurring within the first 72 hours of life, often results from bacteria acquired during delivery, making it a serious condition that can lead to decreased body temperature. 

While perinatal asphyxia could also contribute to temperature dysregulation, the presentation of hypothermia in a very young infant should primarily raise concern for infection. Similarly, intracranial hemorrhage, bilirubin encephalopathy, and prematurity could cause various symptoms, but early-onset sepsis is the most urgent and common cause of hypothermia that needs to be addressed in such a clinical scenario.",C,True,0.0,0.0,0.0,0.7430166,0.85509545,0.79512584
d8efa15c7445b8d589ea585eb6786e020869b5d7d656e9443598706c0dab5158," A 3-year old recently discharged from the ward following management for measles visits the outpatient clinic for follow-up care. Which of the following complications should be sought? 

",no rationale,5,A,Tuberculosis,Paraesthesia,Heart failure,Viral Meningitis,Giant Cell Pneumonia,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question:  A 3-year old recently discharged from the ward following management for measles visits the outpatient clinic for follow-up care. Which of the following complications should be sought? 


###Options:
A.  Tuberculosis
B.  Paraesthesia
C.  Heart failure
D.  Viral Meningitis
E.  Giant Cell Pneumonia

###Answer:","E. Giant Cell Pneumonia

**Rationale:**

In children recovering from measles, one of the complications that should be considered during follow-up is Giant Cell Pneumonia. Measles can lead to several complications, and while it generally resolves, it can leave the patient immunocompromised, increasing the risk of secondary infections. 

Giant Cell Pneumonia, also known as Hecht's pneumonia, is a rare but severe complication of measles, particularly in immunocompromised individuals. It is caused by the direct viral infection of the lungs and is characterized by the presence of multinucleated giant cells. 

Other options such as tuberculosis, viral meningitis, and paraesthesia can occur, but they are not as specifically associated with measles recovery. Heart failure is not directly linked to measles infection. Therefore, Giant Cell Pneumonia is the most plausible complication post-measles to be monitored for in this clinical scenario.",E,False,0.0,0.0,0.0,0.75659424,0.8491826,0.8002192
654f9d6dfa7145eba17200bed6a22c82c10a283cd89420533a49ae1127ed888a,"Which of the following conditions is inherited in the X-linked recessive pattern?





",no rationale,5,B,Achondroplasia,Haemophilia,Turner syndrome,Neurofibromatosis,Sickle Cell Anaemia,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Which of the following conditions is inherited in the X-linked recessive pattern?






###Options:
A.  Achondroplasia
B.  Haemophilia
C.  Turner syndrome
D.  Neurofibromatosis
E.  Sickle Cell Anaemia

###Answer:","B. Haemophilia

**Rationale:**

Haemophilia is an example of an X-linked recessive condition. This pattern of inheritance means that the gene causing the condition is located on the X chromosome. In X-linked recessive disorders, males who inherit the affected X chromosome from their carrier mothers will manifest the disease because they have only one X chromosome (XY). Females have two X chromosomes (XX), so they typically must inherit two copies of the affected gene to manifest the disease, which is less common. Hence, females are usually carriers unless they inherit the defective gene from both parents.

Let's briefly review why the other options are incorrect in terms of inheritance patterns:

A. Achondroplasia is inherited in an autosomal dominant pattern, not X-linked recessive.

C. Turner syndrome is not an inherited disorder per se; it's a chromosomal condition that affects females who have only one X chromosome (monosomy X).

D. Neurofibromatosis follows an autosomal dominant pattern of inheritance, not X-linked recessive.

E. Sickle Cell Anaemia is inherited in an autosomal recessive manner, requiring two copies of the defective gene inherited from both parents to manifest the disease. 

So, the correct choice based on the inheritance pattern is B. Haemophilia.",B,True,0.0,0.0,0.0,0.72816086,0.84718126,0.78317493
48ab84c02340923c154b5537b4e40444c1040c09c1220f004457be526300a31d,"A 35-year old woman presents in labour at 38 weeks of gestation and tests positive to Hepatitis B surface Antigen and HIV. Which of the following management steps is not recommended for the baby? 





",no rationale,5,B,Immediate commencement of breastfeeding at birth,Commencement of prophylactic phototherapy,Administration of Hepatitis B Immune Globulin within 12 hours of birth,Administration of Hepatitis B vaccine at birth,Administration of Nevirapine,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 35-year old woman presents in labour at 38 weeks of gestation and tests positive to Hepatitis B surface Antigen and HIV. Which of the following management steps is not recommended for the baby? 






###Options:
A.  Immediate commencement of breastfeeding at birth
B.  Commencement of prophylactic phototherapy
C.  Administration of Hepatitis B Immune Globulin within 12 hours of birth
D.  Administration of Hepatitis B vaccine at birth
E.  Administration of Nevirapine

###Answer:","B. Commencement of prophylactic phototherapy

Rationale: In the management of a newborn born to a mother who is positive for Hepatitis B surface Antigen and HIV, the steps to protect the baby from transmission of these infections include:

- Administration of Hepatitis B Immune Globulin (HBIG) within 12 hours of birth (option C) and the Hepatitis B vaccine at birth (option D) are standard practices to prevent Hepatitis B transmission.
- Administration of Nevirapine (option E) is part of antiretroviral prophylaxis for preventing HIV transmission.
- Immediate commencement of breastfeeding (option A) is no longer contraindicated for mothers with HIV if they are on effective antiretroviral therapy and adhere to infant prophylaxis, especially in settings where formula feeding is not safe, affordable, and sustainable.
- Prophylactic phototherapy (option B) is not recommended as a standard management step for prevention of either Hepatitis B or HIV transmission and is unrelated to these conditions. Phototherapy is used to treat jaundice in newborns, not as a prophylactic measure against viral infections.",B,True,0.0194174753473466,0.0,0.0194174753473466,0.73028415,0.84956884,0.7854232
c061524a6edf567bc354677f34545dfddd7707e380395580125c65b1c06059f6,"A 20-month old presents with passage of loose stools. His weight-for-length Z-Score plots on -3.5SD. Which of the following features should be aggressively requested at presentation? 




",no rationale,5,E,Chest radiograph,Mantoux reaction,Urine culture,Serum lipid profile,Random Blood Glucose,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 20-month old presents with passage of loose stools. His weight-for-length Z-Score plots on -3.5SD. Which of the following features should be aggressively requested at presentation? 





###Options:
A.  Chest radiograph
B.  Mantoux reaction
C.  Urine culture
D.  Serum lipid profile
E.  Random Blood Glucose

###Answer:","B. Mantoux reaction

### Rationale:

In this scenario, the 20-month-old child is presenting with loose stools and a significant weight-for-length deficit, placing the Z-score at -3.5 standard deviations. This degree of malnutrition (severe acute malnutrition) is concerning and warrants investigation for underlying causes, one of which is tuberculosis (TB). In many regions of Africa, TB is a common cause of chronic illness and can significantly impact nutritional status in children. 

The Mantoux test, a screening tool for TB infection, is appropriate here as it can help in identifying if TB is contributing to the child's malnutrition and diarrheal symptoms. While it does not confirm active disease, especially in immunocompromised patients (e.g., malnourished children), it can still provide valuable information for further investigations.

Other options like a chest radiograph could also be helpful in diagnosing pulmonary TB but are not necessarily the first step without more indications. A urine culture would be useful if there was suspicion of a urinary tract infection, which is not indicated here. Serum lipid profile and random blood glucose are not directly related to weight-for-length Z-score concerns or chronic diarrhea evaluation.",B,False,0.0,0.0,0.0,0.75236475,0.8722534,0.8078855
57e57e3f40fd57c7bfa6ff311cb69cdc535d8f8bf308411484b3adedf37c320c,"A 5-year-old child presents with recurrent afebrile generalized seizures. Examination reveals head circumference of 46cm. Other findings are apparently normal. Which of the following is not useful in the evaluation of the child’s condition? 





",no rationale,5,A,History of previous blood transfusion,History of perinatal asphyxia,History of severe hyperbilirubinaemia,Intelligence Quotient of 65,History of delayed speech,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 5-year-old child presents with recurrent afebrile generalized seizures. Examination reveals head circumference of 46cm. Other findings are apparently normal. Which of the following is not useful in the evaluation of the child’s condition? 






###Options:
A.  History of previous blood transfusion
B.  History of perinatal asphyxia
C.  History of severe hyperbilirubinaemia
D.  Intelligence Quotient of 65
E.  History of delayed speech

###Answer:","A. History of previous blood transfusion

Rationale: In the evaluation of a 5-year-old child with recurrent afebrile generalized seizures and a head circumference of 46 cm, it is crucial to investigate potential neurological development issues and possible causes of seizures. For most of the given options:
- History of perinatal asphyxia can lead to hypoxic-ischemic encephalopathy, which may cause seizures.
- History of severe hyperbilirubinemia can cause kernicterus, which may also lead to neurological dysfunction and seizures.
- An Intelligence Quotient of 65 indicates intellectual disability, which can be associated with various conditions that include seizure disorders.
- History of delayed speech could indicate developmental delays potentially linked to neurological issues that might include seizures.

However, a history of previous blood transfusion is generally unrelated to the direct causes or pathophysiological mechanisms of seizures in a child unless associated with specific blood disorders or metabolic abnormalities, which are not indicated here. Therefore, it is the least useful in evaluating the underlying causes of the child's seizure condition given the context provided.",A,True,0.0,0.0,0.0,0.7446887,0.8388402,0.78896546
81500f55392c90d029764915de77e2c6df78cf6453abca079b49b55b4b2bc3a8,"A 7-year old presents with neck stiffness and fever of a day duration and convulsed an hour prior to presentation. Examination also reveals right sided oculomotor nerve palsy with right-sided hypertonia, hyper-reflexia and muscle weakness. What is the most likely diagnosis? 

",no rationale,4,D,Ventriculitis,Intracerebral haemorrhage,Viral encephalitis,Cerebral abscess,,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 7-year old presents with neck stiffness and fever of a day duration and convulsed an hour prior to presentation. Examination also reveals right sided oculomotor nerve palsy with right-sided hypertonia, hyper-reflexia and muscle weakness. What is the most likely diagnosis? 


###Options:
A.  Ventriculitis
B.  Intracerebral haemorrhage
C.  Viral encephalitis
D.  Cerebral abscess

###Answer:","C. Viral encephalitis

Rationale: The presentation of neck stiffness and fever in a 7-year-old suggests a central nervous system infection. The recent seizure and neck stiffness can indicate an inflammation or infection affecting the brain. Right-sided oculomotor nerve palsy, hypertonia, hyper-reflexia, and muscle weakness are neurological signs that suggest a pathology affecting both the brain and meningeal irritation (which can cause neck stiffness). Viral encephalitis typically presents with fever, headache, altered level of consciousness, and often focal neurological signs or seizures due to inflammation of the brain tissue. These features align well with the symptoms described.

Ventriculitis (option A) typically occurs in the context of infections like meningitis or shunted hydrocephalus and may cause altered mental status and fever, but is less likely to specifically present with oculomotor nerve palsy and focal neurological deficits.

Intracerebral hemorrhage (option B) could cause focal neurological signs along with decreased consciousness and seizures, but it is rare in children without a history of trauma or bleeding disorders and usually presents more acutely rather than progressing over days with fever.

A cerebral abscess (option D) might cause focal neurological signs and seizures, but it more commonly presents with signs of raised intracranial pressure and focal deficits based on abscess location. The acute presentation with fever and stiff neck is more in line with a diffuse infection such as viral encephalitis.

Therefore, the constellation of symptoms, particularly the acute onset of fever, neck stiffness, seizure, and neurological signs, strongly suggests viral encephalitis as the most likely diagnosis.",C,False,0.0,0.0,0.0,0.73229814,0.85543,0.7890895
5779caf944a47670770a725733148ad61823049e6b8a591c48e31c9c55de0eba,"A 9-year-old boy presents with fever, vomiting, upper abdominal pain and passage of dark urine of three days duration. He had taken a hypodermic injection for a foot injury in the preceding month. Physical examination reveals moderate pallor, heart rate of 80/minute, and 6cm tender hepatomegaly. The most likely diagnosis in the patient is: 


",no rationale,5,D,Septicaemia,Congestive cardiac failure,Severe malaria,Viral hepatitis,Peptic Ulcer Disease,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 9-year-old boy presents with fever, vomiting, upper abdominal pain and passage of dark urine of three days duration. He had taken a hypodermic injection for a foot injury in the preceding month. Physical examination reveals moderate pallor, heart rate of 80/minute, and 6cm tender hepatomegaly. The most likely diagnosis in the patient is: 



###Options:
A.  Septicaemia
B.  Congestive cardiac failure
C.  Severe malaria
D.  Viral hepatitis
E.  Peptic Ulcer Disease

###Answer:","D. Viral hepatitis

Rationale: The presentation of fever, vomiting, upper abdominal pain, and dark urine in a child suggests liver involvement. The history of having taken a hypodermic injection raises the suspicion of viral hepatitis, especially in settings where hepatitis B and C prevalence due to unsafe injections is a concern. The presence of significant hepatomegaly (6cm) supports the possibility of liver inflammation or injury. Viral hepatitis can cause jaundice, which might be responsible for the dark urine and pallor noticed in the patient. This combination of symptoms aligns most closely with viral hepatitis in the given options.",D,True,0.0,0.0,0.0,0.7627529,0.8536018,0.8056242
456170ef51e4e0b2fb5686637a80f3615603ec97aabbd19b0bf4e1ea9859d496,"A 36-hour old infant presents with repeated blinking and lip smacking. There was no fever or jaundice. The serum calcium measures 1.2mmol/l. What of the following is not a likely aetiological factor?






",no rationale,5,E,Perinatal asphyxia,Maternal diabetes,Hypoglycaemia,Early-Onset Sepsis,Artificial milk feeding,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 36-hour old infant presents with repeated blinking and lip smacking. There was no fever or jaundice. The serum calcium measures 1.2mmol/l. What of the following is not a likely aetiological factor?







###Options:
A.  Perinatal asphyxia
B.  Maternal diabetes
C.  Hypoglycaemia
D.  Early-Onset Sepsis
E.  Artificial milk feeding

###Answer:","The correct answer is D. Early-Onset Sepsis.

Rationale:
The clinical presentation of this 36-hour old infant, including repeated blinking and lip smacking, in conjunction with hypocalcemia (serum calcium of 1.2 mmol/L), suggests neonatal hypocalcemia. Common causes of neonatal hypocalcemia include:

A. Perinatal asphyxia: This is known to cause hypocalcemia in neonates.
B. Maternal diabetes: Infants born to mothers with diabetes are at risk for hypocalcemia.
C. Hypoglycemia: While it is a common neonatal issue, it is also associated with calcium metabolism disturbances in neonates.
E. Artificial milk feeding: This can be associated with low calcium intake or inadequate absorption, leading to hypocalcemia.

D. Early-Onset Sepsis: Although sepsis in neonates can cause a wide array of metabolic disturbances, it is not typically an isolated cause of hypocalcemia without accompanying clinical signs of infection such as fever, lethargy, or respiratory distress. Given that the infant has no fever or signs of jaundice, early-onset sepsis is less likely to be the underlying cause of the isolated hypocalcemia. Therefore, this is the least likely etiological factor associated with the described condition.",D,False,0.016949152209135312,0.0,0.016949152209135312,0.735407,0.8531866,0.78993064
79f67a1d56f1a182646a54f2d481a414e4efcd635ac810e4dbabba69b6b327e2,"A 10-year-old presents with inability to open the mouth of 12 hours duration and generalized body stiffness. Which of the following findings will not be useful in the evaluation of the child? 





",no rationale,5,E,History of lack of immunization,Board-like abdominal rigidity,Mask-like expressionless face,Suppurative ear discharge,Glasgow Coma Score of 4/15,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 10-year-old presents with inability to open the mouth of 12 hours duration and generalized body stiffness. Which of the following findings will not be useful in the evaluation of the child? 






###Options:
A.  History of lack of immunization
B.  Board-like abdominal rigidity
C.  Mask-like expressionless face
D.  Suppurative ear discharge
E.  Glasgow Coma Score of 4/15

###Answer:","D. Suppurative ear discharge

Rationale: The presentation of inability to open the mouth (trismus) and generalized body stiffness in a 10-year-old child is highly suggestive of tetanus. In evaluating this condition, a history of lack of immunization is critical, as tetanus occurs more frequently in individuals who have not been vaccinated. Board-like abdominal rigidity and a mask-like expressionless face are both clinical features associated with generalized tetanus, and would therefore be useful in the evaluation. A Glasgow Coma Score of 4/15 would indicate a severely impaired consciousness which is valuable information for assessing the severity of the patient's condition.

Suppurative ear discharge, on the other hand, is not directly related to tetanus and would not significantly contribute to the evaluation of this condition in the context of the symptoms presented.",D,False,0.0,0.0,0.0,0.7624413,0.85833204,0.80755
2d2ef49c3844d7ae3157468c2c64510cb49ca58ac1c36c344ecf7e43d86b562f,"A 7-year old child presents with fever of four days duration and a massive swelling of the left thigh of a day duration. Examination reveals a well circumscribed, diffuse, fluctuant and tender swelling over the left inner thigh area. There was a history of a fall over the left thigh a week prior to the illness. Which of the following is the most likely diagnosis? 
Pathological fracture




",no rationale,5,C,Cellulitis,Septicaemia,Pyomyositis,Osteoarthirits of the hip joint,Osteosarcoma,"###Instruction: You are a skilled doctor with years of experience in the medical field in Africa, working in a hospital setting. Your expertise spans a range of conditions from common ailments to complex diseases. As part of your commitment to ongoing medical education, you are evaluating a set of multiple choice questions (MCQs) designed for medical students. 
Carefully select the most appropriate answer based on your clinical knowledge. 
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 7-year old child presents with fever of four days duration and a massive swelling of the left thigh of a day duration. Examination reveals a well circumscribed, diffuse, fluctuant and tender swelling over the left inner thigh area. There was a history of a fall over the left thigh a week prior to the illness. Which of the following is the most likely diagnosis? 
Pathological fracture





###Options:
A.  Cellulitis
B.  Septicaemia
C.  Pyomyositis
D.  Osteoarthirits of the hip joint
E.  Osteosarcoma

###Answer:","C. Pyomyositis

**Rationale:** The presentation described in the question—fever, massive swelling, and tenderness over the inner thigh with a fluctuant nature—highly suggests pyomyositis. Pyomyositis is an infection of the skeletal muscle leading to abscess formation, commonly seen in tropical regions, often in children. The history of a fall could have predisposed the muscle to infection. Other options can be ruled out as follows:

- **A. Cellulitis:** Typically presents as a diffuse skin infection that is not well-circumscribed and with diffuse erythema. It would usually not be fluctuant.
  
- **B. Septicaemia:** Although fever is a common feature, septicaemia does not specifically present with well-circumscribed swelling in the thigh.
  
- **D. Osteoarthritis of the hip joint:** This is unusual in a 7-year-old and would not typically cause acute swelling and fever.
  
- **E. Osteosarcoma:** A more chronic condition that progresses over weeks to months, characterized by bone pain and potentially a mass, but not typically presenting with acute fluctuant swelling.

Thus, the presented symptoms align best with pyomyositis.",C,True,0.0,0.0,0.0,0.74268514,0.8486308,0.7921311
