sample_id,question,rationale,answer,A,B,C,D,E,outputs,preds,BERTScore_Precision,BERTScore_Recall,BERTScore_F1,ROUGE-1,ROUGE-2,ROUGE-L,correct
5516e6c17ab25ef90d5770364843bd7f4a0bd5f09b5cfa7816d984f1ec01ba5f,"A 35-year-old woman is evaluated for a red right eye that is also tearing; her symptoms have developed over the past 24 hours. Her vision is not altered, and she denies eye pain, trauma to the eye, changes in visual acuity, or pruritus. On physical examination, the right conjunctiva is diffusely red, and the eye is tearing with clear discharge. The left eye appears normal. The vision is 20/20 in both eyes. Which of the following is the most appropriate next step in the management of this patient?","No further treatment is the most appropriate next step in the management of this patient because the patient's symptoms and physical examination findings are consistent with viral conjunctivitis, which is a self-limiting condition that does not require specific treatment. The absence of eye pain, trauma, changes in visual acuity, or pruritus further supports the diagnosis of viral conjunctivitis. Topical antibiotics, topical antihistamines, and topical corticosteroids are not indicated in viral conjunctivitis. Urgent referral to an ophthalmologist is not necessary in this case as the patient's symptoms are mild and self-limiting.",B,Topical antibiotics,No further treatment,Topical antihistamines,Urgent referral to an ophthalmologist,Topical corticosteroids,"B. No further treatment

The patient's symptoms are consistent with conjunctivitis, which is often self-limiting and does not typically require antibiotics, antihistamines, or corticosteroids unless there is a specific indication. An urgent referral to an ophthalmologist is not indicated as there is no vision change, pain, or other signs of a more serious condition.",B,0.92247766,0.90211916,0.91218483,0.581818176923967,0.24637680689771063,0.5636363587421487,True
33a629e67d7ebf05022e537088f52a2545bbc3c3c100f9cead45d763dd1694fe,"During a hunting trip a bullet affect one of the hunters in his neck by accident, the developed neck swelling and hoarsed voice, what could be the cause of his voice change:"," Hoarseness refers to a difficulty making sounds when trying to speak. Vocal sounds may be weak, breathy, scratchy, or husky, and the pitch or quality of the voice may change.Hoarseness is most often caused by a problem with the vocal cords, which are part of your voice box (larynx) in the throat. When the vocal cords become inflamed or infected, they swell. This can cause hoarseness.All the mentioned conditions can result from this kind of trauma and these lead to hoarseness",D,Unilateral vocal cord palsy.,Bilateral vocal cord palsy.,Laryngeal oedema,All the above,None of the above.,"D. All the above

Rationale: The hoarseness of voice could be due to damage to the vocal cords (A), which could be unilateral or bilateral. The neck swelling could be indicative of laryngeal edema (C), which can also affect the voice. Therefore, all the options could potentially explain the voice change.",D,0.8630533,0.8602936,0.86167127,0.2626262579981635,0.06249999535278354,0.24242423779614333,True
91ddbd801352aeafd948ca31be28c84f333501594adbe7994d6078c38ccdbbf4,Which of the following medications is commonly used to treat hyperprolactinemia by inhibiting prolactin secretion from the anterior pituitary gland?,"Bromocriptine is a dopamine agonist medication that acts to inhibit prolactin secretion from the anterior pituitary gland. It binds to dopamine receptors on lactotroph cells, reducing the synthesis and release of prolactin. This medication is commonly used to treat hyperprolactinemia, particularly in cases caused by prolactinomas or other conditions associated with excessive prolactin production. Levothyroxine is a medication used to treat hypothyroidism, while metformin is used to treat type 2 diabetes mellitus. Lisinopril is an angiotensin-converting enzyme (ACE) inhibitor used to treat hypertension, but none of these medications directly affect prolactin secretion.",C,Lisinopril,Metformin,Bromocriptine,Levothyroxine,N/A,"C. Bromocriptine

Rationale: Bromocriptine is a dopamine agonist that directly inhibits prolactin secretion from the anterior pituitary gland, which is the desired effect for treating hyperprolactinemia. The other options listed do not have this specific action on prolactin levels.",C,0.8920213,0.85365486,0.87241644,0.29411764255094197,0.14876032627006364,0.29411764255094197,True
75b74f522f19b557c24e00df5b77f9404810f683b9d8f4a6865288fbd29044ba,Which orthopedic injury is characterized by a partial or complete tear of a ligament?,"Sprains involve ligament injuries due to stretching or tearing, leading to pain, swelling, and joint instability.",B,Fracture,Sprain,Dislocation,Strain,Tendonitis,"B. Sprain

Rationale: A sprain is defined as an injury to a ligament, which is the fibrous connective tissue that connects bones to each other and stabilizes the joints. A sprain occurs when a ligament is stretched beyond its normal capacity, leading to a partial or complete tear. The other options do not specifically describe an injury to a ligament: a fracture is a break in a bone, a dislocation is when bones are displaced, a strain is an injury to a muscle or tendon, and tendonitis is inflammation of a tendon.",B,0.8328517,0.90299493,0.86650616,0.13333333013333343,0.020408160672636733,0.10666666346666677,True
74f4921614ea23ef54749979d39257aeeb4947ffe4a70df5e1fa5936f70b1d95,Stool analysis for anaemia in pregnancy is most unlikely to detect which of the following ,"During pregnancy, the migration of adult worms and egg laying activity may be reduced or altered ",B,Necator americanus,ascaris lumbricoides,ankylostoma duodenale,occult blood,none of the above,"E. none of the above

Rationale: Stool analysis for anaemia in pregnancy can detect parasitic infections such as Necator americanus, Ascaris lumbricoides, and Ankylostoma duodenale, as well as occult blood, which can be a sign of gastrointestinal bleeding and a potential cause of anaemia. Therefore, none of the options listed are unlikely to be detected by stool analysis in this context.",E,0.7966716,0.84814507,0.82160294,0.1269841231947595,0.0,0.0952380914487278,False
9d424cc3f6c317715b811861b92bb8607566387bf69b1cd30ff0dd34cd01227c,"A 15-year-old boy presents with a sudden onset of knee pain and swelling. Physical examination reveals a swollen, tender knee with decreased range of motion. Radiographic imaging shows an osteolytic lesion in the distal femur. Which of the following is the most likely diagnosis?","Osteosarcoma is the most common primary malignancy of bone occurring in children and adolescents. Classically, osteosarcoma presents with abrupt onset of pain and swelling, often at the metaphyses around the knee. On radiographic imaging, osteosarcomas typically present as osteolytic or mixed osteolytic-osteoblastic lesions with a sunburst pattern and Codman's triangle.",B,Osteomyelitis,Osteosarcoma,Ewing sarcoma,Giant cell tumor,Chondroblastoma,"B. Osteosarcoma

Rationale: Osteosarcoma is the most common primary malignant bone tumor in adolescents and often presents with pain and swelling in the affected bone, along with an osteolytic lesion on imaging, which fits the description of the boy's symptoms and radiographic findings.",B,0.8934154,0.88690495,0.8901483,0.455696197596539,0.1538461488757398,0.32911391911552645,True
568024b44520ff3e1d64cdac2349def9ac4811505102eeb6b4598b1ca0910ad8," A 77-year-old woman resident in a nursing home presents with severe back pain. She has no significant medical history, x’rays of her spine and pelvis show diffusely decreased bone mass and general laboratory measurements reveal a low
calcium level. Which of the following is the most likely cause of this patient’s hypocalcaemia? ",Vitamin D deficiency cause low calcium level and results in bone breakdown. This is seen in osteomalacia ,D,Multiple myeloma,osteoporosis,Chronic renal failure,osteomalacia,Primary hyperthyroidism,"C. Chronic renal failure

Rationale: In the context of a nursing home resident with severe back pain, diffusely decreased bone mass, and low calcium levels, chronic renal failure is the most likely cause of hypocalcemia. This is because the kidneys play a crucial role in converting vitamin D to its active form, which is necessary for calcium absorption. In chronic renal failure, this conversion is impaired, leading to hypocalcemia. The other options are less likely given the information provided.",C,0.8295988,0.87011564,0.8493743,0.23076922750821835,0.043478257996219474,0.1538461505851414,False
95782061eadda2dbe144c1d4f37f07f21d4dc70a255a8d3589f92d432cf03259,"A 26-year-old woman presents with premature labor at 34 weeks gestation of an otherwise uneventful pregnancy. A preterm infant is delivered vaginally with a good cry. Due to prematurity, the neonate is admitted to the neonatal ICU for monitoring. On the first hospital day, the neonate passes 2 bowel movements. On the second hospital day, the child is irritable and refuses to feed. Vital signs are normal. On physical examination, the infant has a soft, non-distended abdomen. She has a yellowing of her eyes and skin. Laboratory test results reveal a total bilirubin of 10 mg/dL with a conjugated bilirubin level of 7 mg/dL. Which of the following is the most likely diagnosis?","Prematurity is a strong risk factor for neonatal sepsis. The immune system is not fully developed in premature neonates and cannot execute a complete inflammatory response.

The clinical presentation may involve only non-specific symptoms like irritability or refusal to feed. The neonate may not present with fever but instead, have hypothermia.

Neonatal sepsis may lead to conjugated hyperbilirubinemia due to cholestasis. In some patients, jaundice may be the only initial presentation.

Crigler-Najjar syndrome, physiologic jaundice, and breast milk jaundice are all characterized by unconjugated hyperbilirubinemia. Moreover, breast milk jaundice typically presents 1 to 2 weeks after birth. Given the day of life of the neonate (two) and the presence of conjugated hyperbilirubinemia, the diagnosis of neonatal sepsis is most likely.",B,Crigler-Najjar syndrome,Sepsis,Physiologic jaundice,Breast milk jaundice,brestfeeding jaundice,"D. Breast milk jaundice

Rationale: The clinical presentation of jaundice in a neonate, particularly with a high total bilirubin and a predominance of unconjugated bilirubin, along with the fact that the infant is breastfeeding, is most consistent with breast milk jaundice. This condition typically presents after the first week of life and can persist for several weeks. The other options are less likely given the clinical scenario: Crigler-Najjar syndrome usually presents earlier and with more severe hyperbilirubinemia, sepsis would likely present with abnormal vital signs or other signs of infection, physiologic jaundice typically peaks earlier and resolves within a week, and the term ""breastfeeding jaundice"" is not commonly used in clinical practice.",D,0.8688973,0.86056554,0.86471134,0.3636363586512398,0.09777777278261755,0.31515151016639126,False
3ff2838d9dc2087e1a2c5b1df665c59e5a3ad067cae1dffa56b4b7caf4f7d98f,"Which respiratory condition is characterized by recurring episodes of wheezing, shortness of breath, and chest tightness?
","Asthma is a chronic respiratory condition characterized by airway inflammation and hyperreactivity, leading to asthma attacks with symptoms like wheezing and difficulty breathing.",B,Chronic obstructive pulmonary disease (COPD),Asthma,Pneumonia,Tuberculosis,Emphysema,"B. Asthma

Rationale: Asthma is known for its symptoms of wheezing, shortness of breath, and chest tightness, which typically occur in recurring episodes. While COPD, emphysema, and chronic bronchitis can also cause similar symptoms, asthma is specifically characterized by these episodic symptoms. Pneumonia and tuberculosis are primarily infectious diseases with different primary symptoms.",B,0.85634017,0.8925805,0.8740849,0.2647058779757786,0.054054049875822095,0.23529411326989624,True
d39f2b9f00370ad4ffdd0f4e916f40f0dafbd0ad29c5f5f32e29ba3e83aeca98,Vivid dreams and nightmares are notable side effects of which of the following drug classes?,"Vivid dreams and nightmares are notable side effects of beta-blockers, particularly lipophilic beta blockers that can readily have effects on the CNS – such as propranolol and metoprolol.",D,Alpha-blockers,Alpha-2 agonists,Beta-2 agonists,Beta-blockers,N/A,"D

Rationale: Beta-blockers are known to potentially cause vivid dreams and nightmares as a side effect due to their effect on the central nervous system and sleep architecture.",D,0.8831335,0.85223484,0.86740905,0.3137254851980008,0.11111110611111134,0.23529411264898129,True
c26e13d5b0afd78781eddb8ad18b31e652c00e7b44c4e4de413f4954458cf0ae,"Which of the following is an unlikely cause of
 meningitis in a 30 year old, but should be considered
 in an 80 year old?","Below is a list of common bacterial causes of meningitis based on age range or comorbidities.

Age or Comorbidity:
- Newborn: Group B streptococci, E. coli
- Toddler: S. pneumoniae, N. meningitidis, H. influenzae
- Adolescent through Adult: S. pneumoniae, N. meningitidis
- Elderly: S. pneumoniae, H. influenzae, E. coli, L. monocytogenes
- Neurosurgical Patients: S. pneumoniae, H. influenzae, S. aureus
- Immunosuppressed: L. monocytogenes
- Sinusitis or Otitis Media: H. influenzae, S. pneumoniae",A,Listeria monocytogenes,Neisseria meningitidis,Staphylococcus aureus,Pseudomonas aeruginosa,Group B streptococci,"A. Listeria monocytogenes

Rationale: Listeria monocytogenes is more commonly a concern for immunocompromised individuals, pregnant women, and the elderly, making it a more likely cause of meningitis in an 80-year-old compared to a 30-year-old with a typically robust immune system. The other options are more commonly associated with meningitis in younger, healthy adults.",A,0.8380433,0.7981043,0.81758636,0.11111110613333357,0.01785713793526921,0.11111110613333357,True
c5a8b79c537dd69cda7195e97579dd268ddf6169a1a86c827b3587d9377e2222,"A 17-year-old male patient presents with low-grade fever, weight loss, and cervical lymphadenopathy. He is diagnosed with Hodgkin lymphoma and is scheduled to receive radiotherapy. After his session of radiotherapy, he develops severe vomiting which is not responding to domperidone. Which of the following should have been administered to this patient to prevent this complication?","Ondansetron is a selective 5-HT3 serotonin-receptor antagonist used for its antiemetic properties.

When administered orally, ondansetron tablets should be taken 1 to 2 hours before radiotherapy.

Common uses of ondansetron include the prevention of chemotherapy-induced and radiation-induced nausea and vomiting and the prevention of postoperative nausea and vomiting.

Standard oral dosing is 8 mg every 12 hours. Four milligrams IV is a common prophylactic dose for postoperative nausea and vomiting.",A,Ondansetron,Cyclizine,Metoclopramide,Dimenhydrinate,Promethazine,"A. Ondansetron

Rationale: Ondansetron is an antiemetic medication that is commonly used to prevent nausea and vomiting caused by radiotherapy and chemotherapy. It works by blocking the action of serotonin, a natural substance that may cause nausea and vomiting. The other options listed are also antiemetics but are not the first-line treatment for radiotherapy-induced nausea and vomiting.",A,0.8784559,0.858829,0.8685316,0.27368420555346273,0.05309734016446127,0.25263157397451524,True
cdb1e4e7146973b7da2af3b3baa2a55e2ccfd28209a3a22a655bb35e88747952,Which medication is commonly used to treat high blood pressure (hypertension) by relaxing blood vessels?,ACE inhibitors (angiotensin-converting enzyme inhibitors) help lower blood pressure by dilating blood vessels and reducing the workload on the heart.,C,Insulin,Antibiotics,ACE inhibitors,Antidepressants,Antihistamines,"C. ACE inhibitors

Rationale: ACE inhibitors are a class of medication that helps relax blood vessels by inhibiting the angiotensin-converting enzyme, which is part of the renin-angiotensin system that regulates blood pressure. Insulin is used for diabetes, antibiotics for bacterial infections, antidepressants for mental health conditions, and antihistamines for allergies.",C,0.8479767,0.9013059,0.8738284,0.275862064684899,0.08955223474270457,0.2068965474435197,True
2ad4c9b24512b5a6f304b5ab01cd6547e6c83bf42ca1a9533d5a999bf10dd6f8," A 24-year-old male medical student is admitted to the hospital for the evaluation of a 3-month history of bloody stools. The patient has approximately six blood stained or blood streaked stools per day, associated with relatively little, if any, pain. He has not had any weight loss, and he has been able to attend classes without interruption. He denies any fecal incontinence. He has no prior medical history. Review of systems is remarkable only for occasional fevers and the fact that the patient quit smoking approximately 8 months ago.  A colonoscopy is performed and reveals a granular, friable colonic mucosal surface with loss of normal vascular pattern from the anal verge to the hepatic flexure of the colon. Biopsies reveal prominent neutrophils in the epithelium and cryptitis with focal crypt abscesses, and no dysplasia. The patient is diagnosed with ulcerative colitis. Which of the following is the best initial treatment for this patient?","Oral corticosteroids are a mainstay of firstline treatment for moderate-to-severe ulcerative colitis. Starting doses of 40 mg PO daily of prednisone, with a slow taper, are often effective in  reducing colonic inflammation, although some patients are unable to wean steroids or maintain remission once achieved. The patient does not have dysplasia in any biopsy specimens, nor does he have signs of systemic toxicity, so a colectomy would be premature. Oral metronidazole is ineffective in ulcerative colitis. Cortisone enemas would be helpful if the patient had isolated left-sided disease, but it is doubtful that enema therapy would reach his hepatic flexure. Intravenous cyclosporine would be used in severe colitis as a last measure before colectomy but this patient is not yet sick enough to warrant such therapy. PSC occurs in approximately 3% of patients with ulcerative colitis and is its major liver complication. It is a chronic inflammatory condition of the biliary tree. It can typically  manifest with elevated alkaline phosphatase and bilirubin levels, and results in diffuse stricturing and pruning of the biliary tree. Wilson disease, hereditary hemochromatosis and alpha-1 antitrypsin deficiency are not associated with ulcerative colitis and are not cholestatic liver diseases. Primary biliary cirrhosis could account for these laboratory findings, but is rare in both males and patients with ulcerative colitis. Patients with PSC are at increased risk of developing cholangiocarcinoma but not the other liver tumors mentioned. Patients with celiac sprue are at increased risk for small bowel cancers (adenocarcinoma, lymphoma). Patients with FAP are  at increased risk to develop desmoid tumors.",B,colectomy,Oral prednisone,Oral metronidazole,cortisone enemas,intravenous cyclosporine,"B. Oral prednisone

Rationale: The patient's symptoms and colonoscopy findings are consistent with ulcerative colitis, which is typically treated initially with systemic corticosteroids like oral prednisone to reduce inflammation.",B,0.88018465,0.80005133,0.8382071,0.11764705635276966,0.007662833333627406,0.10695186918699426,True
bca470f192720eda902b8e9253a811566ca6056d325dfe20e9a66ba3edb1bfd1,Which of the following non-malignant adnexal masses can give rise to Meigs syndrome?,"Ovarian fibromas are the most common benign ovarian solid neoplasm. They are slow growing and vary widely in size. Meigs syndrome refers to the rare clinical triad of an ovarian fibroma, ascites, and hydrothorax.",A,ovarian fibroma,paratubal cyst,hydrosalpinx,endometrioma,mature cystic teratoma,"A

Rationale: Meigs syndrome is characterized by the triad of a benign ovarian tumor, ascites, and pleural effusion. Among the options given, ovarian fibroma is the only one that can be associated with Meigs syndrome.",A,0.87869,0.87776303,0.8782263,0.3050847407641483,0.12121211621212143,0.3050847407641483,True
05597a5b090fa9c1bdfb50bf2ebaf495d1a364878adb8a99f7b162fee28c2a2c,The most worrisome sign or symptom of potentially serious pathology in late pregnancy is which of the following?," Visual changes, such as blurriness, double vision, spots or floaters, or other vision disturbances, can indicate serious conditions such as preeclampsia or eclampsia. These conditions involve high blood pressure and can lead to complications for both the mother and the baby if left untreated. Therefore, any visual changes during late pregnancy should be promptly reported to a healthcare provider for evaluation and management.",C,Swollen ankles,Constipation,Visual changes,Nocturia,Heart burn,"C. Visual changes

Rationale: Visual changes in late pregnancy could indicate serious conditions such as preeclampsia or retinal detachment, which require immediate medical attention. The other options, while they can be uncomfortable, are common and less serious symptoms during pregnancy.",C,0.89132714,0.8774779,0.88434833,0.36363635880165296,0.14141413668401198,0.3409090860743802,True
49e2c0cc60f0c41529b3b7f2d5f791382fbf1970cb424ca9d16aced4a87e53be,"A 19-year-old woman is being evaluated for recurrent facial edema,especially around her lips. She also has recurrent bouts of intense abdominalpain and cramps, sometimes associated with vomiting. Laboratory examination finds decreased C4, while levels of C3, decay-accelerating factor, and IgEare within normal limits. A deficiency of which one of the following substances is most likely to be associated with these clinical findings?","Deficiencies of components of thecomplement system are associated with specific abnormalities. Patients withcongenital deficiencies in the early components of the complement cascadehave recurrent symptoms resembling those of systemic lupus erythematosus(SLE) due to the deposition of immune complexes. Patients with deficienciesof the middle complement components (C3 and C5) are at risk for recurrentpyogenic infections, while those lacking terminal complement components(C6, C7, or C8, but not C9) are prone to developing recurrent infections withNeisseria species. A deficiency of decay accelerating factor (DAF), whichbreaks down the C3 convertase complex, is seen in paroxysmal nocturnalhemoglobinuria (PNH), a disorder that is characterized by recurrent episodesof hemolysis of red cells because of the excessive intravascular activation ofcomplement. Deficiencies of C1 esterase inhibitor result in recurrentangioedema, which refers to episodic nonpitting edema of soft tissue, such asthe face. Severe abdominal pain and cramps, occasionally accompanied byvomiting, may be caused by edema of the gastrointestinal tract (GI). To understand how a deficiency of C1 inhibitor can cause vascular-produced edema(angioedema), note that not only does C1 inhibitor inactivate C1, but it alsoinhibits other pathways, such as the conversion of prekallikrein to kallikreinand kininogen to bradykinin. A deficiency of C1 inhibitor also leads to excessproduction of C2, a product of C2 called C2 kinin, and bradykinin. It is theuncontrolled activation of bradykinin that produces the angioedema, asbradykinin increases vascular permeability, stimulates smooth muscle contraction, dilates blood vessels, and causes pain. In contrast, a defect involvingβ2-integrins is seen with leukocyte adhesion deficiency, while defects involving NADPH of leukocytes are characteristic of chronic granulomatous disease.",B,β2-integrins,C1 esterase inhibitor,Decay-accelerating factor,Complement components C3 and C5,NADPH oxidase,"B. C1 esterase inhibitor

The clinical presentation of recurrent facial edema, abdominal pain, and normal C3, C4, and IgE levels suggests Hereditary Angioedema (HAE), which is caused by a deficiency of C1 esterase inhibitor. This deficiency leads to uncontrolled activation of the complement and contact systems, resulting in the symptoms described.",B,0.86704147,0.80027884,0.83232355,0.18518518205246917,0.07665504947929451,0.17592592279320993,True
94b48c814494c5cf7e3da1ce17ecf4bd686ad99f801ed15a10fcfe0cf6f68560,"A 7-year-old girl from a poorly sanitized area of Port-Harcourt visited her family physician's office with her mother. The mother reported that the previous day, the girl complained of abdominal cramps and was alarmed to find large, moving worms in her stool. Which medication would be suitable for treating this girl?","The patient's symptoms suggest that she was likely suffering from an infection with Ascaris lumbricoides, one of the most prevalent and widespread helminthic infections. Benzimidazoles like mebendazole and albendazole are the primary medications for treating this condition. Mebendazole, administered for three consecutive days, has a cure rate of 90 to 100% for ascariasis.",B,Primaquine,Mebendazole,Mefloquine,Metronidazole,Fluconazole,"B. Mebendazole

Rationale: The symptoms described are indicative of a parasitic worm infection, commonly known as helminthiasis. Mebendazole is an anthelmintic medication that is effective against a variety of worm infections and is suitable for treating children, making it the correct choice for this scenario.",B,0.8702209,0.8548692,0.86247677,0.302325576462953,0.02083332836805674,0.2558139485559763,True
8304628fc11b10c9315afffbb1a48b377aa1e41ff540fb42750eb31979df43b1,Which condition is characterized by excessive thirst and urination due to insufficient production of antidiuretic hormone (ADH)?,Diabetes insipidus is a disorder characterized by excessive thirst and urination caused by insufficient production of antidiuretic hormone (ADH) or by the kidneys' inability to respond to ADH.,D,Addison's disease,Cushing's syndrome,Diabetes mellitus,Diabetes insipidus,N/A,"D. Diabetes insipidus

Rationale: Diabetes insipidus is specifically characterized by symptoms of excessive thirst (polydipsia) and excessive urination (polyuria) due to a deficiency in the production or response to antidiuretic hormone (ADH), also known as vasopressin.",D,0.8712485,0.91928303,0.89462143,0.5964912231455832,0.16393442129535088,0.4210526266543552,True
d864a826d77ff377561b8351e7b5f87303e25fd7a049d9b802e63344585346aa,"A 21-year-old male has had an extraction of an impacted third molar tooth under general anaesthetic. Postoperatively he continues tobleed from the surgical site. Despite surgical exploration and packing, bleeding continues. His coagulation screen reveals both a prolonged bleeding time and activated partial thromboplastin time(APTT), but the prothrombin time (PT) and platelet count are within normal limits. The patient mentions that his father bruises quiteeasily. The most likely diagnosis is:","von Willebrand’s disease is the most commonly inherited (autosomaldominant) coagulation disorder. von Willebrand Factor is a proteininvolved in platelet adhesion and transfer of coagulation of Factor VIII.Abnormality of this factor leads to abnormal platelet adhesiveness leading to epistaxis, bruising and haemarthrosis. The coagulation profile reveals a prolonged bleeding time and APTT with normal PT and platelet count.Antiplatelet drugs should be avoided and peri-operative use of fresh frozenplasma, cryoprecipitate and desmopressin (which increases Factor VIIIand von Willebrand Factor) may be required",D,Haemophilia,Haemolytic uremic syndrome,Hemophilia B,von Willenbrand disease,Factor v laden deficiency,"D

Rationale: The patient's prolonged bleeding time and APTT with a normal PT and platelet count suggest a defect in the intrinsic coagulation pathway, which is characteristic of von Willebrand disease (vWD). Haemophilia typically presents with a normal bleeding time and prolonged APTT, but the patient's history of easy bruising could also suggest a mild form of haemophilia, but vWD is more common and often considered first.",D,0.8558754,0.83406305,0.8448284,0.381818176877686,0.14184396672199606,0.3272727223322314,True
aebe0da2df0c705eafbc9051a1c65c7d148c13ff067314b8dd32ff95da9bfd10,Which of the following vaccines is recommended for all adults aged 65 years and older to prevent pneumococcal disease?,"The Pneumococcal polysaccharide vaccine (PPSV23) is recommended for all adults aged 65 years and older to prevent pneumococcal disease, including pneumonia and invasive pneumococcal disease.",E,Inactivated influenza vaccine,"Tetanus, diphtheria, and pertussis (Tdap) vaccine",Meningococcal vaccine,Human papillomavirus (HPV) vaccine,Pneumococcal polysaccharide vaccine (PPSV23),"E. Pneumococcal polysaccharide vaccine (PPSV23)

Rationale: The Pneumococcal polysaccharide vaccine (PPSV23) is specifically recommended for all adults aged 65 years and older to prevent pneumococcal disease, which can cause infections like pneumonia, meningitis, and bloodstream infections. The other vaccines listed are important for different age groups or conditions but are not specifically recommended for all adults 65 and older for the prevention of pneumococcal disease.",E,0.90400237,0.94866496,0.9257953,0.5797101404830919,0.44999999580000016,0.5797101404830919,True
3ce7824829104ece9d3b5c46a964bcc6f84136263102f0524ecb552c7c50039e,Which of the following is the best measure of the “equator” of the spinal cordwhen performing a cordotomy for pain management?,"Due to considerable variation in the attachment of the dentate ligament, thebest estimate of the equator is the midway point of the dorsal and ventralrootlets. The equator is a useful landmark for the posterior extent of a cordotomy incision and marks the point of the sacralmost fibers of the spinothalamic tract. The exiting ventral root is about 5 mm from the anterior spinalartery",D,Just ventral to the dentate ligament,Just dorsal to the dentate ligament,At the attachment of the dentate ligament,The midway point between the exit of the dorsal and ventral rootlets,Approximately 5 mm from the anterior spinal artery,"D.  The midway point between the exit of the dorsal and ventral rootlets

Rationale: The ""equator"" of the spinal cord refers to the midline where the dorsal and ventral roots exit the spinal cord. This is the most relevant anatomical landmark for a cordotomy, which is a surgical procedure that involves severing specific nerve pathways to alleviate pain.",D,0.8673433,0.85605663,0.86166304,0.31325300704891856,0.13084111650624528,0.24096385042241264,True
f568791ea76b294d1e3cf43041fbed7776914c5fe778fd97aa0de9fb86394b73,Which group of lymph nodes is typically the first to be affected by metastatic spread beyond the cervix and uterus in a 50-year-old woman diagnosed with cervical cancer?,"The primary pathways through which cervical cancer spreads are via the vaginal mucosa, myometrium, paracervical lymphatics, and direct extension into the parametrium. The likelihood of lymph node involvement increases with the advancement of the disease stage. The key lymph node groups affected by cervical cancer spread are the paracervical, parametrial, obturator, hypogastric, external iliac, and sacral nodes, typically in that sequence. Less frequently, involvement may occur in the common iliac, inguinal, and para-aortic nodes. In stage I, roughly 15% of cases show positive pelvic node involvement and 6% show para-aortic node involvement. In stage II, these rates increase to 28% and 16% respectively. By stage III, approximately 47% of cases exhibit positive pelvic node involvement and 28% involve para-aortic nodes.",D,External iliac nodes,Parametrial nodes,Common iliac nodes,Paracervical or ureteral nodes,Para-aortic nodes,"E. Para-aortic nodes

Rationale: The para-aortic lymph nodes are typically the first group of lymph nodes to be affected by metastatic spread in cervical cancer due to their anatomical position and the pattern of lymphatic drainage from the cervix and uterus.",E,0.8653693,0.8181634,0.8411045,0.2857142815577169,0.040816322632236945,0.24999999584343116,False
18653b8bf054ceb21adf2f01b5316b2307b357bf3f74ac82e2b75c20f411d09f,"A 74-year-old man is being evaluated at home. After being diagnosed with end-stage chronic obstructive pulmonary disease (COPD), he is undergoing palliative care. For the last few days, the patient's condition has been worsening, and then a biopsy is done as a part of further evaluation, which reveals a diagnosis of lung cancer, T1N0M1. Which of the following best describes the patient's tumor progression?","The TNM staging system is most commonly used for staging tumors.

T1, T2, T3, and T4 refer to the size or extent of the primary tumor. The higher the number, the larger the size of the tumor.

N0 means that there is no evidence of cancer in nearby lymph nodes. M1 indicates that there is evidence that cancer has spread to other parts of the body.

Therefore, a patient whose cancer is staged as T1, N0, M1 has evidence of metastasis, with no evidence of lymph node involvement, but the primary tumor has been identified and is measurable.",C,No evidence of a tumor,No evidence of metastasis,No cancer cells in lymph nodes,Large tumor in the left lung,None of the above,"C. No cancer cells in lymph nodes

The correct answer is C because the tumor staging T1N0M1 indicates that the primary tumor (T1) is small and localized, there is no spread to the lymph nodes (N0), and there is metastasis present (M1). Options A, B, and D are incorrect based on the given staging, and E is incorrect because option C accurately describes the patient's condition.",C,0.8506593,0.85458803,0.8526191,0.31775700441960003,0.1199999951280002,0.2990654156345533,True
808fb57ec439727df39aad6dff11cdca15b41502ccd38b02d1243701ded3bd91,The shortest distance between the sacral promontory and symphysis pubis is called which of the following?,The obstetric conjugate represents the shortest distance between the sacral promontory and the inner surface of the symphysis pubis and is an important measurement in obstetrics for assessing pelvic dimensions and predicting the adequacy of the pelvic inlet for childbirth.,D,Interspinous diameter,True conjugate,Diagonal conjugate,Obstetric conjugate,Biparietal diameter,"D. Obstetric conjugate

Rationale: The obstetric conjugate is the shortest distance between the sacral promontory and the symphysis pubis, which is important in childbirth as it determines the size of the pelvic inlet.",D,0.9262918,0.9302896,0.92828643,0.6315789423822715,0.3999999950367347,0.596491223084026,True
674851b464bd26ac5b6bfb3e449026bdb01a98db46558d6a3f83b2dbdc8409ca,Which hormone is responsible for promoting bone formation and calcium deposition?,"The hormone primarily responsible for promoting bone formation and calcium deposition is option (B) Calcitonin. Calcitonin is produced by the parafollicular (C) cells of the thyroid gland and acts to lower blood calcium levels by inhibiting osteoclast activity, which reduces bone resorption, and promoting calcium deposition into bone matrix. It plays a crucial role in maintaining calcium homeostasis alongside parathyroid hormone (PTH), which acts to raise blood calcium levels by stimulating bone resorption and calcium release from bones.ition.",B,Parathyroid hormone (PTH),Calcitonin,Vitamin D,Growth hormone,Estrogen,"E. Estrogen

Rationale: Estrogen is known to play a significant role in maintaining bone density by inhibiting bone resorption and promoting bone formation. It helps in the deposition of calcium into the bone matrix, thus maintaining bone strength and density. While other hormones and vitamins also play roles in bone health, estrogen is directly responsible for promoting bone formation and calcium deposition.",E,0.89815617,0.86840135,0.8830282,0.43749999510633686,0.1999999950579883,0.43749999510633686,False
